"","Author","Year","Title","Journal","Volume","Issue","Pages"
"65959","Chittka, L. and Skorupski, P.",2011,"Information processing in miniature brains Introduction","Proceedings of the Royal Society B-Biological Sciences","278"," 1707 ","885-888"
"49157","Barclay, P. and Willer, R.",2007,"Partner choice creates competitive altruism in humans","Proceedings of the Royal Society B-Biological Sciences","274"," 1610 ","749-753"
"72286","Sitters, J., Edwards, P. J. and Venterink, H. O.",2013,"Increases of Soil C, N, and P Pools Along an Acacia Tree Density Gradient and Their Effects on Trees and Grasses","Ecosystems","16"," 2 ","347-357"
"62050","Zulueta, R. C., Oechel, W. C., Loescher, H. W., Lawrence, W. T. and Paw U, K. T.",2011,"Aircraft-derived regional scale CO2 fluxes from vegetated drained thaw-lake basins and interstitial tundra on the Arctic Coastal Plain of Alaska","Global Change Biology","17"," 9 ","2781-2802"
"69252","Katovai, E., Burley, A. L. and Mayfield, M. M.",2012,"Understory plant species and functional diversity in the degraded wet tropical forests of Kolombangara Island, Solomon Islands","Biological Conservation","145"," 1 ","214-224"
"65152","Gladbach, D. J., Holzschuh, A., Scherber, C., Thies, C., Dormann, C. F. and Tscharntke, T.",2011,"Crop-noncrop spillover: arable fields affect trophic interactions on wild plants in surrounding habitats","Oecologia","166"," 2 ","433-441"
"41509","Zhao, L., Li, Y. N., Xu, S. X., Zhou, H. K., Gu, S., Yu, G. R. and Zhao, X. Q.",2006,"Diurnal, seasonal and annual variation in net ecosystem CO2 exchange of an alpine shrubland on Qinghai-Tibetan plateau","Global Change Biology","12","10","1940-1953"
"77015","Romanou, A., Romanski, J. and Gregg, W. W.",2014,"Natural ocean carbon cycle sensitivity to parameterizations of the recycling in a climate model","Biogeosciences","11"," 4 ","1137-1154"
"59437","Middlemas, S. J., Raffell, J. A., Hay, D. W., Hatton-Ellis, M. and Armstrong, J. D.",2010,"Temporal and spatial patterns of sea lice levels on sea trout in western Scotland in relation to fish farm production cycles","Biology Letters","6"," 4 ","548-551"
"60126","Jung, V., Violle, C., Mondy, C., Hoffmann, L. and Muller, S.",2010,"Intraspecific variability and trait-based community assembly","Journal of Ecology","98"," 5 ","1134-1140"
"53691","Vazquez-Rodriguez, M., Touratier, F., Lo Monaco, C., Waugh, D. W., Padin, X. A., Bellerby, R. G. J., Goyet, C., Metzl, N., Rios, A. F. and Perez, F. F.",2009,"Anthropogenic carbon distributions in the Atlantic Ocean: data-based estimates from the Arctic to the Antarctic","Biogeosciences","6"," 3 ","439-451"
"47944","Hallwood, P.",2007,"Contractual difficulties in environmental management: The case of wetland mitigation banking","Ecological Economics","63"," 2-3 ","446-451"
"69913","Garthe, S., Markones, N., Mendel, B., Sonntag, N. and Krause, J. C.",2012,"Protected areas for seabirds in German offshore waters: Designation, retrospective consideration and current perspectives","Biological Conservation","156"," ","126-135"
"72084","Sugiura, S., Tanaka, R., Taki, H. and Kanzaki, N.",2013,"Differential responses of scavenging arthropods and vertebrates to forest loss maintain ecosystem function in a heterogeneous landscape","Biological Conservation","159"," ","206-213"
"71412","Zhang, A. F., Bian, R. J., Hussain, Q., Li, L. Q., Pan, G. X., Zheng, J. W., Zhang, X. H. and Zheng, J. F.",2013,"Change in net global warming potential of a rice-wheat cropping system with biochar soil amendment in a rice paddy from China","Agriculture Ecosystems & Environment","173"," ","37-45"
"69601","Henderson, S.",2012,"Citizen science comes of age","Frontiers in Ecology and the Environment","10"," 6 ","283-283"
"53266","Amatangelo, K. L. and Vitousek, P. M.",2008,"Stoichiometry of ferns in Hawaii: implications for nutrient cycling","Oecologia","157"," 4 ","619-627"
"59815","Leroux, S. J., Krawchuk, M. A., Schmiegelow, F., Cumming, S. G., Lisgo, K., Anderson, L. G. and Petkova, M.",2010,"Global protected areas and IUCN designations: Do the categories match the conditions?","Biological Conservation","143"," 3 ","609-616"
"73202","Nemesio, A., Seixas, D. P. and Vasconcelos, H. L.",2013,"The public perception of animal diversity: what do postage stamps tell us?","Frontiers in Ecology and the Environment","11"," 1 ","9-10"
"77302","Nishijima, S., Takimoto, G. and Miyashita, T.",2014,"Roles of Alternative Prey for Mesopredators on Trophic Cascades in Intraguild Predation Systems: A Theoretical Perspective","American Naturalist","183"," 5 ","625-637"
"45448","Wilmsen, C.",2007,"Seeing the forest and the trees: Human-environment interactions in forest ecosystems","Ecological Economics","64","1","233-234"
"53420","Xu, W. H., Wang, X. Z., Ouyang, Z. Y., Zhang, J. D., Li, Z. Q., Xiao, Y. and Zheng, H.",2009,"Conservation of giant panda habitat in South Minshan, China, after the May 2008 earthquake","Frontiers in Ecology and the Environment","7"," 7 ","353-358"
"62166","Wright, E. L., Black, C. R., Cheesman, A. W., Drage, T., Large, D., Turner, B. L. and Sjogersten, S.",2011,"Contribution of subsurface peat to CO2 and CH4 fluxes in a neotropical peatland","Global Change Biology","17"," 9 ","2867-2881"
"62173","Wong, M. and Balshine, S.",2011,"Fight for your breeding right: hierarchy re-establishment predicts aggression in a social queue","Biology Letters","7"," 2 ","190-193"
"58542","Seibt, U., Kesselmeier, J., Sandoval-Soto, L., Kuhn, U. and Berry, J. A.",2010,"A kinetic analysis of leaf uptake of COS and its relation to transpiration, photosynthesis and carbon isotope fractionation","Biogeosciences","7"," 1 ","333-341"
"39697","Lee, M. S. Y.",2005,"Molecular evidence and marine snake origins","Biology Letters","1","2","227-230"
"54851","Nicholson, E., Keith, D. A. and Wilcove, D. S.",2009,"Assessing the Threat Status of Ecological Communities","Conservation Biology","23"," 2 ","259-274"
"54496","Queenborough, S. A., Mazer, S. J., Vamosi, S. M., Garwood, N. C., Valencia, R. and Freckleton, R. P.",2009,"Seed mass, abundance and breeding system among tropical forest species: do dioecious species exhibit compensatory reproduction or abundances?","Journal of Ecology","97"," 3 ","555-566"
"49195","Bailey, M. F. and Delph, L. F.",2007,"A field guide to models of sex-ratio evolution in gynodioecious species","Oikos","116"," 10 ","1609-1617"
"70654","Casabianca, S., Penna, A., Pecchioli, E., Jordi, A., Basterretxea, G. and Vernesi, C.",2012,"Population genetic structure and connectivity of the harmful dinoflagellate Alexandrium minutum in the Mediterranean Sea","Proceedings of the Royal Society B-Biological Sciences","279"," 1726 ","129-138"
"45730","Urban, M. C.",2007,"Predator size and phenology shape prey survival in temporary ponds","Oecologia","154","3","571-580"
"42881","Nosil, P. and Crespi, B. J.",2006,"Ecological divergence promotes the evolution of cryptic reproductive isolation","Proceedings of the Royal Society B-Biological Sciences","273","1589","991-997"
"71834","Van Allen, B. G. and Rudolf, V. H. W.",2013,"Ghosts of Habitats Past: Environmental Carry-Over Effects Drive Population Dynamics in Novel Habitat","American Naturalist","181"," 5 ","596-608"
"36676","Harley, S. J., Myers, R. A. and Field, C. A.",2004,"Hierarchical models improve abundance estimates: Spawning biomass of hoki in Cook Strait, New Zealand","Ecological Applications","14","5","1479-1494"
"62058","Zietsch, B. P., Verweij, K. J. H., Heath, A. C. and Martin, N. G.",2011,"Variation in Human Mate Choice: Simultaneously Investigating Heritability, Parental Influence, Sexual Imprinting, and Assortative Mating","American Naturalist","177"," 5 ","605-616"
"55089","Menzel, S. and Wiek, A.",2009,"Valuation in morally charged situations: The role of deontological stances and intuition for trade-off making","Ecological Economics","68"," 8-9 ","2198-2206"
"61917","Ariza-Montobbio, P. and Lele, S.",2010,"Jatropha plantations for biodiesel in Tamil Nadu, India Viability, livelihood trade-offs, and latent conflict","Ecological Economics","70"," 2 ","189-195"
"62544","Tsunogai, U., Daita, S., Komatsu, D. D., Nakagawa, F. and Tanaka, A.",2011,"Quantifying nitrate dynamics in an oligotrophic lake using Delta O-17","Biogeosciences","8"," 3 ","687-702"
"53320","Adams, T. P., Purves, D. W. and Pacala, S. W.",2008,"Understanding height-structured competition in forests: is there an R* for light? (vol 274, pg 3039, 2007)","Proceedings of the Royal Society B-Biological Sciences","275"," 1634 ","591-591"
"71452","Yen, J. D. L., Thomson, J. R. and Mac Nally, R.",2013,"Is there an ecological basis for species abundance distributions?","Oecologia","171"," 2 ","517-525"
"35858","Moore, J. W., Ruesink, J. L. and McDonald, K. A.",2004,"Impact of supply-side ecology on consumer-mediated coexistence: Evidence from a meta-analysis","American Naturalist","163","3","480-487"
"52073","Gollety, C., Gentil, F. and Davoult, D.",2008,"Secondary production, calcification and CO2 fluxes in the cirripedes Chthamalus montagui and Elminius modestus","Oecologia","155"," 1 ","133-142"
"69278","Kallis, G., Kerschner, C. and Martinez-Alier, J.",2012,"The economics of degrowth","Ecological Economics","84"," ","172-180"
"78125","Gaihre, Y. K., Wassmann, R., Tirol-Padre, A., Villegas-Pangga, G., Aquino, E. and Kimball, B. A.",2014,"Seasonal assessment of greenhouse gas emissions from irrigated lowland rice fields under infrared warming","Agriculture Ecosystems & Environment","184"," ","88-100"
"35590","Pearson, R. G. and Dawson, T. P.",2004,"Bioclimate envelope models: what they detect and what they hide - response to Hampe (2004)","Global Ecology and Biogeography","13","5","471-473"
"47137","Mainali, K. P.",2007,"Invasive species have bigger seeds","Frontiers in Ecology and the Environment","5"," 2 ","64-64"
"59015","Phillips, R. A., Ridley, C., Reid, K., Pugh, P. J. A., Tuck, G. N. and Harrison, N.",2010,"Ingestion of fishing gear and entanglements of seabirds: Monitoring and implications for management","Biological Conservation","143"," 2 ","501-512"
"70723","Bush, A. M. and Novack-Gottshall, P. M.",2012,"Modelling the ecological-functional diversification of marine Metazoa on geological time scales","Biology Letters","8"," 1 ","151-155"
"66366","Beckerman, A. P., Sharp, S. P. and Hatchwell, B. J.",2011,"Predation and kin-structured populations: an empirical perspective on the evolution of cooperation","Behavioral Ecology","22"," 6 ","1294-1303"
"73422","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., Feldman, A., Herrera, F. C., Novosolov, M., Pafilis, P., Pincheira-Donoso, D., Powney, G., Torres-Carvajal, O., Uetz, P. and Van Damme, R.",2013,"Are lizards feeling the heat? A tale of ecology and evolution under two temperatures","Global Ecology and Biogeography","22"," 7 ","834-845"
"39695","Lee, T. M., Soh, M. C. K., Sodhi, N., Koh, L. P. and Lim, S. L. H.",2005,"Effects of habitat disturbance on mixed species bird flocks in a tropical sub-montane rainforest","Biological Conservation","122","2","193-204"
"74888","Garcia-Tejero, S., Taboada, A., Tarrega, R. and Salgado, J. M.",2013,"Land use changes and ground dwelling beetle conservation in extensive grazing dehesa systems of north-west Spain","Biological Conservation","161"," ","58-66"
"40717","Donlan, C. J., Knowlton, J., Doak, D. F. and Biavaschi, N.",2005,"Nested communities, invasive species and Holocene extinctions: evaluating the power of a potential conservation tool","Oecologia","145","3","475-485"
"47096","Marsh, K. J., Wallis, I. R. and Foley, W. J.",2007,"Behavioural contributions to the regulated intake of plant secondary metabolites in koalas","Oecologia","154"," 2 ","283-290"
"40206","Hamilton, I. M. and Taborsky, M.",2005,"Contingent movement and cooperation evolve under generalized reciprocity","Proceedings of the Royal Society B-Biological Sciences","272","1578","2259-2267"
"67789","Rodela, R., Cundill, G. and Wals, A. E. J.",2012,"An analysis of the methodological underpinnings of social learning research in natural resource management","Ecological Economics","77"," ","16-26"
"71550","Wilson, H. F., Saiers, J. E., Raymond, P. A. and Sobczak, W. V.",2013,"Hydrologic Drivers and Seasonality of Dissolved Organic Carbon Concentration, Nitrogen Content, Bioavailability, and Export in a Forested New England Stream","Ecosystems","16"," 4 ","604-616"
"76186","Barry, K. L. and Wilder, S. M.",2013,"Macronutrient intake affects reproduction of a predatory insect","Oikos","122"," 7 ","1058-1064"
"47523","Kausrud, K. L., Viljugrein, H., Frigessi, A., Begon, M., Davis, S., Leirs, H., Dubyanskiy, V. and Stenseth, N. C.",2007,"Climatically driven synchrony of gerbil populations allows large-scale plague outbreaks","Proceedings of the Royal Society B-Biological Sciences","274"," 1621 ","1963-1969"
"42874","Nunn, C. L. and Dokey, A. T. W.",2006,"Ranging patterns and parasitism in primates","Biology Letters","2","3","351-354"
"74740","Gosselin, J. L. and Anderson, J. J.",2013,"Resource competition induces heterogeneity and can increase cohort survivorship: selection-event duration matters","Oecologia","173"," 4 ","1321-1331"
"57489","Audzijonyte, A., Wittmann, K. J., Ovcarenko, I. and Vainola, R.",2009,"Invasion phylogeography of the Ponto-Caspian crustacean Limnomysis benedeni dispersing across Europe","Diversity and Distributions","15"," 2 ","346-355"
"75007","Fletcher, R. J., Maxwell, C. W., Andrews, J. E. and Helmey-Hartman, W. L.",2013,"Signal detection theory clarifies the concept of perceptual range and its relevance to landscape connectivity","Landscape Ecology","28"," 1 ","57-67"
"56763","Dawson, W., Burslem, D. F. R. P. and Hulme, P. E.",2009,"The suitability of weed risk assessment as a conservation tool to identify invasive plant threats in East African rainforests","Biological Conservation","142"," 5 ","1018-1024"
"75828","Bukowski, B. E. and Baker, W. L.",2013,"Historical fire regimes, reconstructed from land-survey data, led to complexity and fluctuation in sagebrush landscapes","Ecological Applications","23"," 3 ","546-564"
"48031","Grant, E. H. C., Lowe, W. H. and Fagan, W. F.",2007,"Living in the branches: population dynamics and ecological processes in dendritic networks","Ecology Letters","10"," 2 ","165-175"
"48752","Cheptou, P. O. and Schoen, D. J.",2007,"Combining population genetics and demographical approaches in evolutionary studies of plant mating systems","Oikos","116"," 2 ","271-279"
"44730","Cisneros-Dozal, L. M., Trumbore, S. and Hanson, P. J.",2006,"Partitioning sources of soil-respired CO(2) and their seasonal variation using a unique radiocarbon tracer","Global Change Biology","12","2","194-204"
"77678","Larsen, S. and Ormerod, S. J.",2014,"Anthropogenic modification disrupts species co-occurrence in stream invertebrates","Global Change Biology","20"," 1 ","51-60"
"59740","Liu, Z., Notaro, M. and Gallimore, R.",2010,"Indirect vegetation-soil moisture feedback with application to Holocene North Africa climate1","Global Change Biology","16"," 6 ","1733-1743"
"51634","Johnk, K. D., Huisman, J., Sharples, J., Sommeijer, B., Visser, P. M. and Stroom, J. M.",2008,"Summer heatwaves promote blooms of harmful cyanobacteria","Global Change Biology","14"," 3 ","495-512"
"42789","Paavola, J. and Adger, W. N.",2006,"Fair adaptation to climate change","Ecological Economics","56","4","594-609"
"35223","Saura, S.",2004,"Effects of remote sensor spatial resolution and data aggregation on selected fragmentation indices","Landscape Ecology","19","2","197-209"
"43369","Linderman, M. A., An, L., Bearer, S., He, G. M., Ouyang, Z. and Liu, J. G.",2006,"Interactive effects of natural and human disturbances on vegetation dynamics across landscapes","Ecological Applications","16","2","452-463"
"55573","Kramer, D. B., Urquhart, G. and Schmitt, K.",2009,"Globalization and the connection of remote communities: A review of household effects and their biodiversity implications","Ecological Economics","68"," 12 ","2897-2909"
"41003","Casazza, G., Barberis, G. and Minuto, L.",2005,"Ecological characteristics and rarity of endemic plants of the Italian Maritime Alps","Biological Conservation","123","3","361-371"
"46497","Prince, S. D., Wessels, K. J., Tucker, C. J. and Nicholson, S. E.",2007,"Desertification in the Sahel: a reinterpretation of a reinterpretation","Global Change Biology","13"," 7 ","1308-1313"
"52520","Delgado-Saborit, J. M. and Esteve-Cano, V. J.",2008,"Assessment of tropospheric ozone effects on citrus crops using passive samplers in a western Mediterranean area","Agriculture Ecosystems & Environment","124"," 1-2 ","147-153"
"60758","Franklin, K. and Molina-Freaner, F.",2010,"Consequences of Buffelgrass Pasture Development for Primary Productivity, Perennial Plant Richness, and Vegetation Structure in the Drylands of Sonora, Mexico","Conservation Biology","24"," 6 ","1664-1673"
"77415","Midega, C. A. O., Jonsson, M., Khan, Z. R. and Ekbom, B.",2014,"Effects of landscape complexity and habitat management on stemborer colonization, parasitism and damage to maize","Agriculture Ecosystems & Environment","188"," ","289-293"
"50371","Roberts, G.",2008,"Evolution of direct and indirect reciprocity","Proceedings of the Royal Society B-Biological Sciences","275"," 1631 ","173-179"
"56871","Cornulier, T., Elston, D. A., Arcese, P., Benton, T. G., Douglas, D. J. T., Lambin, X., Reid, J., Robinson, R. A. and Sutherland, W. J.",2009,"Estimating the annual number of breeding attempts from breeding dates using mixture models","Ecology Letters","12"," 11 ","1184-1193"
"63596","Ord, T. J., Charles, G. K. and Hofer, R. K.",2011,"The Evolution of Alternative Adaptive Strategies for Effective Communication in Noisy Environments","American Naturalist","177"," 1 ","54-64"
"60292","Hoskin, C. J. and Higgie, M.",2010,"Speciation via species interactions: the divergence of mating traits within species","Ecology Letters","13"," 4 ","409-420"
"71077","Bates, K. T. and Falkingham, P. L.",2012,"Estimating maximum bite performance in Tyrannosaurus rex using multi-body dynamics","Biology Letters","8"," 4 ","660-664"
"44204","Fuentes, M.",2006,"Privatization of parks","Conservation Biology","20","4","934-934"
"54499","Qian, H.",2009,"Beta diversity in relation to dispersal ability for vascular plants in North America","Global Ecology and Biogeography","18"," 3 ","327-332"
"77409","Miller, C.",2014,"Lethal injection gives reef a shot at survival","Frontiers in Ecology and the Environment","12"," 5 ","262-262"
"71348","Acevedo, P., Jimenez-Valverde, A., Melo-Ferreira, J., Real, R. and Alves, P. C.",2012,"Parapatric species and the implications for climate change studies: a case study on hares in Europe","Global Change Biology","18"," 5 ","1509-1519"
"40128","Henningsson, S. S. and Alerstam, T.",2005,"Barriers and distances as determinants for the evolution of bird migration links: the arctic shorebird system","Proceedings of the Royal Society B-Biological Sciences","272","1578","2251-2258"
"48117","Gerhardt, F. and Collinge, S. K.",2007,"Abiotic constraints eclipse biotic resistance in determining invasibility along experimental vernal pool gradients","Ecological Applications","17"," 3 ","922-933"
"59020","Pfeifer, M., Passalacqua, N. G., Bartram, S., Schatz, B., Croce, A., Carey, P. D., Kraudelt, H. and Jeltsch, F.",2010,"Conservation priorities differ at opposing species borders of a European orchid","Biological Conservation","143"," 9 ","2207-2220"
"66308","Biermann, F. and Gupta, A.",2011,"Accountability and legitimacy: An analytical challenge for earth system governance","Ecological Economics","70"," 11 ","1854-1855"
"71961","Throop, H. L., Mabry, K. E., McCauley, S. J. and Glazewski, K. D.",2013,"A response to Lockwood, Reiners, and Reiners","Frontiers in Ecology and the Environment","11"," 10 ","525-526"
"58169","Torok, P., Deak, B., Vida, E., Valko, O., Lengyel, S. and Tothmeresz, B.",2010,"Restoring grassland biodiversity: Sowing low-diversity seed mixtures can lead to rapid favourable changes","Biological Conservation","143"," 3 ","806-812"
"35081","Smith, M.",2004,"Making a difference","Frontiers in Ecology and the Environment","2","4","171-171"
"56062","Heffernan, J. M. and Keeling, M. J.",2009,"Implications of vaccination and waning immunity","Proceedings of the Royal Society B-Biological Sciences","276"," 1664 ","2071-2080"
"44039","Gude, J. A., Garrott, R. A., Borkowski, J. J. and King, F.",2006,"Prey risk allocation in a grazing ecosystem","Ecological Applications","16","1","285-298"
"54880","Neff, J. C., Barger, N. N., Baisden, W. T., Fernandez, D. P. and Asner, G. P.",2009,"Soil carbon storage responses to expanding pinyon-juniper populations in southern Utah","Ecological Applications","19"," 6 ","1405-1416"
"56747","de Moel, H., Ganssen, G. M., Peeters, F. J. C., Jung, S. J. A., Kroon, D., Brummer, G. J. A. and Zeebe, R. E.",2009,"Planktic foraminiferal shell thinning in the Arabian Sea due to anthropogenic ocean acidification?","Biogeosciences","6"," 9 ","1917-1925"
"52116","Gheri, C., Chopping, S. and Morgan, M. J.",2008,"Synaesthetic colours do not camouflage form in visual search","Proceedings of the Royal Society B-Biological Sciences","275"," 1636 ","841-846"
"76846","Smith, M. D., Asche, F., Bennear, L. S., Havice, E., Read, A. J. and Squires, D.",2014,"Will a catch share for whales improve social welfare?","Ecological Applications","24"," 1 ","15-23"
"56881","Corbera, E., Soberanis, C. G. and Brown, K.",2009,"Institutional dimensions of Payments for Ecosystem Services: An analysis of Mexico's carbon forestry programme","Ecological Economics","68"," 3 ","743-761"
"37293","Cotton, S., Fowler, K. and Pomiankowski, A.",2004,"Do sexual ornaments demonstrate heightened condition-dependent expression as predicted by the handicap hypothesis?","Proceedings of the Royal Society B-Biological Sciences","271","1541","771-783"
"68261","O'donnell, J., Gallagher, R. V., Wilson, P. D., Downey, P. O., Hughes, L. and Leishman, M. R.",2012,"Invasion hotspots for non-native plants in Australia under current and future climates","Global Change Biology","18"," 2 ","617-629"
"73998","Krupp, D. B. and Taylor, P. D.",2013,"Enhanced Kin Recognition through Population Estimation","American Naturalist","181"," 5 ","707-714"
"68064","Pico, F. X.",2012,"Demographic fate of Arabidopsis thaliana cohorts of autumn- and spring-germinated plants along an altitudinal gradient","Journal of Ecology","100"," 4 ","1009-1018"
"42226","Senar, J. C., Borras, A., Cabrera, J., Cabrera, T. and Bjorklund, M.",2006,"Local differentiation in the presence of gene flow in the citril finch Serinus citrinella","Biology Letters","2","1","85-87"
"46036","Slee, B.",2007,"Social indicators of multifunctional rural land use: The case of forestry in the UK","Agriculture Ecosystems & Environment","120","1","31-40"
"78501","Casey, M. M., Dietl, G. P., Post, D. M. and Briggs, D. E. G.",2014,"The impact of eutrophication and commercial fishing on molluscan communities in Long Island Sound, USA","Biological Conservation","170"," ","137-144"
"37019","Endress, B. A., Gorchov, D. L. and Peterson, M. B.",2004,"Harvest of the palm Chamaedorea radicalis, its effects on leaf production, and implications for sustainable management","Conservation Biology","18","3","822-830"
"61344","Chisholm, R. A.",2010,"Trade-offs between ecosystem services: Water and carbon in a biodiversity hotspot","Ecological Economics","69"," 10 ","1973-1987"
"72543","Saastamoinen, M., Hirai, N. and van Nouhuys, S.",2013,"Direct and trans-generational responses to food deprivation during development in the Glanville fritillary butterfly","Oecologia","171"," 1 ","93-104"
"57331","Bereczkei, T., Hegedus, G. and Hajnal, G.",2009,"Facialmetric similarities mediate mate choice: sexual imprinting on opposite-sex parents (Retraction of vol 276, pg 91, 2009)","Proceedings of the Royal Society B-Biological Sciences","276"," 1659 ","1199-1199"
"78613","Bourne, E. C., Bocedi, G., Travis, J. M. J., Pakeman, R. J., Brooker, R. W. and Schiffers, K.",2014,"Between migration load and evolutionary rescue: dispersal, adaptation and the response of spatially structured populations to environmental change","Proceedings of the Royal Society B-Biological Sciences","281"," 1778 ",""
"64678","Januchowski-Hartley, S. R., Hermoso, V., Pressey, R. L., Linke, S., Kool, J., Pearson, R. G., Pusey, B. J. and VanDerWal, J.",2011,"Coarse-filter surrogates do not represent freshwater fish diversity at a regional scale in Queensland, Australia","Biological Conservation","144"," 10 ","2499-2511"
"71525","Wolf, M., Kurvers, R. H. J. M., Ward, A. J. W., Krause, S. and Krause, J.",2013,"Accurate decisions in an uncertain world: collective cognition increases true positives while decreasing false positives","Proceedings of the Royal Society B-Biological Sciences","280"," 1756 ",""
"78691","Benitez-Vieyra, S., Fornoni, J., Perez-Alquicira, J., Boege, K. and Dominguez, C. A.",2014,"The evolution of signal-reward correlations in bee- and hummingbird-pollinated species of Salvia","Proceedings of the Royal Society B-Biological Sciences","281"," 1782 ",""
"74452","Hiron, M., Berg, A., Eggers, S., Josefsson, J. and Part, T.",2013,"Bird diversity relates to agri-environment schemes at local and landscape level in intensive farmland","Agriculture Ecosystems & Environment","176"," ","9-16"
"66328","Bernhardt, E. S. and Palmer, M. A.",2011,"River restoration: the fuzzy logic of repairing reaches to reverse catchment scale degradation","Ecological Applications","21"," 6 ","1926-1931"
"52181","Fuller, R. A., Warren, P. H., Armsworth, P. R., Barbosa, O. and Gaston, K. J.",2008,"Garden bird feeding predicts the structure of urban avian assemblages","Diversity and Distributions","14"," 1 ","131-137"
"76921","Scholtyssek, C., Dacke, M., Kroger, R. and Baird, E.",2014,"Control of self-motion in dynamic fluids: fish do it differently from bees","Biology Letters","10"," 5 ",""
"61320","Clark, K. L., Skowronski, N. and Hom, J.",2010,"Invasive insects impact forest carbon dynamics","Global Change Biology","16"," 1 ","88-101"
"49829","Thrall, P. H., Bever, J. D. and Slattery, J. F.",2008,"Rhizobial mediation of Acacia adaptation to soil salinity: evidence of underlying trade-offs and tests of expected patterns","Journal of Ecology","96"," 4 ","746-755"
"61424","Castro-Arellano, I., Lacher, T. E., Willig, M. R. and Rangel, T. F.",2010,"Assessment of assemblage-wide temporal niche segregation using null models","Methods in Ecology and Evolution","1"," 3 ","311-318"
"55937","Hoosbeek, M. R. and Scarascia-Mugnozza, G. E.",2009,"Increased Litter Build Up and Soil Organic Matter Stabilization in a Poplar Plantation After 6 Years of Atmospheric CO2 Enrichment (FACE): Final Results of POP-EuroFACE Compared to Other Forest FACE Experiments","Ecosystems","12"," 2 ","220-239"
"59092","Pasquini, L., Cowling, R. M., Twyman, C. and Wainwright, J.",2010,"Devising Appropriate Policies and Instruments in Support of Private Conservation Areas: Lessons Learned from the Klein Karoo, South Africa","Conservation Biology","24"," 2 ","470-478"
"67453","Smith, B. T., Bryson, R. W., Houston, D. D. and Klicka, J.",2012,"An asymmetry in niche conservatism contributes to the latitudinal species diversity gradient in New World vertebrates","Ecology Letters","15"," 11 ","1318-1325"
"66211","Bradbury, J.",2011,"Cane toads: a new approach to control?","Frontiers in Ecology and the Environment","9"," 3 ","148-148"
"68133","Pedersen, J. S.",2012,"The logic of hypersocial colonies","Behavioral Ecology","23"," 5 ","934-935"
"45293","Allen, C. R. and Saunders, D. A.",2006,"Multimodel inference and the understanding of complexity, discontinuity, and normadism","Ecosystems","9","5","694-699"
"59784","Ligon, R. A. and Hill, G. E.",2010,"Feeding decisions of eastern bluebirds are situationally influenced by fledgling plumage color","Behavioral Ecology","21"," 3 ","456-464"
