"","Author","Year","Title","Journal","Volume","Issue","Pages"
"51605","Jones, T. M. and Elgar, M. A.",2008,"Male insemination decisions and sperm quality influence paternity in the golden orb-weaving spider","Behavioral Ecology","19"," 2 ","285-291"
"40198","Hansen, A. J. and Brown, D. G.",2005,"Land-use change in rural America: Rates, drivers, and consequences","Ecological Applications","15","6","1849-1850"
"53701","Vandepitte, K., Roldan-Ruiz, I., Leus, L., Jacquemyn, H. and Honnay, O.",2009,"Canopy closure shapes clonal diversity and fine-scale genetic structure in the dioecious understorey perennial Mercurialis perennis","Journal of Ecology","97"," 3 ","404-414"
"43823","Holl, K. D. and Hayes, G. F.",2006,"Challenges to introducing and managing disturbance regimes for Holocarpha macradenia, an endangered annual grassland forb","Conservation Biology","20","4","1121-1131"
"56446","Fordham, D. A., Georges, A. and Brook, B. W.",2009,"Experimental evidence for density-dependent responses to mortality of snake-necked turtles","Oecologia","159"," 2 ","271-281"
"67581","Schuldt, A., Bruelheide, H., Durka, W., Eichenberg, D., Fischer, M., Krober, W., Hardtle, W., Ma, K. P., Michalski, S. G., Palm, W. U., Schmid, B., Welk, E., Zhou, H. Z. and Assmann, T.",2012,"Plant traits affecting herbivory on tree recruits in highly diverse subtropical forests","Ecology Letters","15"," 7 ","732-739"
"77145","Pontius, R. G. and Parmentier, B.",2014,"Recommendations for using the relative operating characteristic (ROC)","Landscape Ecology","29"," 3 ","367-382"
"57650","Zobel, M., Moora, M. and Herben, T.",2010,"Clonal mobility and its implications for spatio-temporal patterns of plant communities: what do we need to know next?","Oikos","119"," 5 ","802-806"
"77527","Mangano, M. G. and Buatois, L. A.",2014,"Decoupling of body-plan diversification and ecological structuring during the Ediacaran-Cambrian transition: evolutionary and geobiological feedbacks","Proceedings of the Royal Society B-Biological Sciences","281"," 1780 ",""
"61880","Bachman, S., Heisler-White, J. L., Pendall, E., Williams, D. G., Morgan, J. A. and Newcomb, J.",2010,"Elevated carbon dioxide alters impacts of precipitation pulses on ecosystem photosynthesis and respiration in a semi-arid grassland","Oecologia","162"," 3 ","791-802"
"56730","Delcourt, M., Blows, M. W. and Rundle, H. D.",2009,"Sexually antagonistic genetic variance for fitness in an ancestral and a novel environment","Proceedings of the Royal Society B-Biological Sciences","276"," 1664 ","2009-2014"
"66243","Borda-de-Agua, L., Navarro, L., Gavinhos, C. and Pereira, H. M.",2011,"Spatio-temporal impacts of roads on the persistence of populations: analytic and numerical approaches","Landscape Ecology","26"," 2 ","253-265"
"40950","Cherel, Y., Hobson, K. A. and Weimerskirch, H.",2005,"Using stable isotopes to study resource acquisition and allocation in procellariiform seabirds","Oecologia","145","4","533-540"
"35025","Steininger, M. K.",2004,"Net carbon fluxes from forest clearance and regrowth in the Amazon","Ecological Applications","14","4","S313-S322"
"73954","Laliberte, E., Turner, B. L., Zemunik, G., Wyrwoll, K. H., Pearse, S. J. and Lambers, H.",2013,"Nutrient limitation along the Jurien Bay dune chronosequence: response to Uren & Parsons (2013)","Journal of Ecology","101"," 5 ","1088-1092"
"46853","Muller, J. K., Braunisch, V., Hwang, W. B. and Eggert, A. K.",2007,"Alternative tactics and individual reproductive success in natural associations of the burying beetle, Nicrophorus vespilloides","Behavioral Ecology","18"," 1 ","196-203"
"49300","Almecija, S., Alba, D. M., Moya-Sola, S. and Kohler, M.",2007,"Orang-like manual adaptations in the fossil hominoid Hispanopithecus laietanus: first steps towards great ape suspensory behaviours","Proceedings of the Royal Society B-Biological Sciences","274"," 1624 ","2375-2384"
"51887","Hatcher, M. J., Dick, J. T. A. and Dunn, A. M.",2008,"A keystone effect for parasites in intraguild predation?","Biology Letters","4"," 5 ","534-537"
"68566","Meadows, R.",2012,"Energy versus conservation in CA deserts","Frontiers in Ecology and the Environment","10"," 8 ","403-403"
"52395","Elberling, B., Nordstrom, C., Grondahl, L., Sogaard, H., Friborg, T., Christensen, T. R., Strom, L., Marchand, F. and Nijs, I.",2008,"High-arctic soil CO2 and CH4 production controlled by temperature, water, freezing and snow","Advances in Ecological Research, Vol 40","40"," ","441-472"
"39583","Ma, M.",2005,"Species richness vs evenness: independent relationship and different responses to edaphic factors","Oikos","111","1","192-198"
"46922","Mimikakis, J.",2007,"Climate work just beginning to heat up","Frontiers in Ecology and the Environment","5"," 1 ","3-3"
"47826","Henry, M., Cosson, J. F. and Pons, J. M.",2007,"Abundance may be a misleading indicator of fragmentation-sensitivity: The case of fig-eating bats","Biological Conservation","139"," 3-4 ","462-467"
"47180","Lu, H. F., Campbell, D., Chen, J., Qin, P. and Ren, H.",2007,"Conservation and economic viability of nature reserves: An emergy evaluation of the Yancheng Biosphere Reserve","Biological Conservation","139"," 3-4 ","415-438"
"43905","Heinl, M., Neuenschwander, A., Sliva, J. and Vanderpost, C.",2006,"Interactions between fire and flooding in a southern African floodplain system (Okavango Delta, Botswana)","Landscape Ecology","21","5","699-709"
"38599","Senbeta, F., Schmitt, C., Denich, M., Demissew, S., Velk, P. L. G., Preisinger, H., Woldemariam, T. and Teketay, D.",2005,"The diversity and distribution of lianas in the Afromontane rain forests of Ethiopia","Diversity and Distributions","11","5","443-452"
"35765","Nielsen, F.",2004,"Farmers, scientists and plant breeding","Ecological Economics","49","3","407-408"
"53364","Zha, T., Barr, A. G., Black, T. A., McCaughey, J. H., Bhatti, J., Hawthorne, I., Krishnan, P., Kidston, J., Saigusa, N., Shashkov, A. and Nesic, Z.",2009,"Carbon sequestration in boreal jack pine stands following harvesting","Global Change Biology","15"," 6 ","1475-1487"
"67972","Proenca, V., Honrado, J. and Pereira, H. M.",2012,"From Abandoned Farmland to Self-Sustaining Forests: Challenges and Solutions","Ecosystems","15"," 6 ","881-882"
"73652","Luo, J. F., Hoogendoorn, C., van der Weerden, T., Saggar, S., de Klein, C., Giltrap, D., Rollo, M. and Rys, G.",2013,"Nitrous oxide emissions from grazed hill land in New Zealand","Agriculture Ecosystems & Environment","181"," ","58-68"
"66048","Capinha, C. and Anastacio, P.",2011,"Assessing the environmental requirements of invaders using ensembles of distribution models","Diversity and Distributions","17"," 1 ","13-24"
"39981","James, M. C., Myers, R. A. and Ottensmeyer, C. A.",2005,"Behaviour of leatherback sea turtles, Dermochelys coriacea, during the migratory cycle","Proceedings of the Royal Society B-Biological Sciences","272","1572","1547-1555"
"74503","Hembry, D. H., Kawakita, A., Gurr, N. E., Schmaedick, M. A., Baldwin, B. G. and Gillespie, R. G.",2013,"Non-congruent colonizations and diversification in a coevolving pollination mutualism on oceanic islands","Proceedings of the Royal Society B-Biological Sciences","280"," 1761 ",""
"44002","Haig, S. M., Beever, E. A., Chambers, S. M., Draheim, H. M., Dugger, B. D., Dunham, S., Elliott-Smith, E., Fontaine, J. B., Kesler, D. C., Knaus, B. J., Lopes, I. F., Loschl, P., Mullins, T. D. and Sheffield, L. M.",2006,"Taxonomic considerations in listing subspecies under the US Endangered Species Act","Conservation Biology","20","6","1584-1594"
"44930","Briggs, J. M., Spielmann, K. A., Schaafsma, H., Kintigh, K. W., Kruse, M., Morehouse, K. and Schollmeyer, K.",2006,"Why ecology needs archaeologists and archaeology needs ecologists","Frontiers in Ecology and the Environment","4","4","180-188"
"47939","Halsey, L. G., White, C. R., Enstipp, M. R., Jones, D. R., Martin, G. R. and Butler, P. J.",2007,"When cormorants go fishing: the differing costs of hunting for sedentary and motile prey","Biology Letters","3"," 5 ","574-576"
"67711","Rypel, A. L., Pounds, K. M. and Findlay, R. H.",2012,"Spatial and Temporal Trade-Offs by Bluegills in Floodplain River Ecosystems","Ecosystems","15"," 4 ","555-563"
"41309","Barve, N., Kiran, M. C., Vanaraj, G., Aravind, N. A., Rao, D., Shaanker, R. U., Ganeshaiah, K. N. and Poulsen, J. G.",2005,"Measuring and mapping threats to a wildlife sanctuary in southern India","Conservation Biology","19","1","122-130"
"55115","Meadows, R.",2009,"California's cash crunch derails conservation","Frontiers in Ecology and the Environment","7"," 2 ","59-59"
"35573","Perez, C. A., Carmona, M. R., Aravena, J. C. and Armesto, J. J.",2004,"Successional changes in soil nitrogen availability, non-symbiotic nitrogen fixation and carbon/nitrogen ratios in southern Chilean forest ecosystems (vol 140, pg 617, 2004)","Oecologia","141","3","546-546"
"42735","Peck, J. E.",2006,"Towards sustainable commercial moss harvest in the Pacific Northwest of North America","Biological Conservation","128","3","289-297"
"72129","Stockmann, U., Adams, M. A., Crawford, J. W., Field, D. J., Henakaarchchi, N., Jenkins, M., Minasny, B., McBratney, A. B., de Courcelles, V. D., Singh, K., Wheeler, I., Abbott, L., Angers, D. A., Baldock, J., Bird, M., Brookes, P. C., Chenu, C., Jastrowh, J. D., Lal, R., Lehmann, J., O'Donnell, A. G., Parton, W. J., Whitehead, D. and Zimmermann, M.",2013,"The knowns, known unknowns and unknowns of sequestration of soil organic carbon","Agriculture Ecosystems & Environment","164"," ","80-99"
"41478","Abrell, L., Guerenstein, P. G., Mechaber, W. L., Stange, G., Christensen, T. A., Nakanishi, K. and Hildebrand, J. G.",2005,"Effect of elevated atmospheric CO2 on oviposition behavior in Manduca sexta moths","Global Change Biology","11","8","1272-1282"
"41366","Aubin-Horth, N., Landry, C. R., Letcher, B. H. and Hofmann, H. A.",2005,"Alternative life histories shape brain gene expression profiles in males of the same population","Proceedings of the Royal Society B-Biological Sciences","272","1573","1655-1662"
"49530","Wharton, K. E., Dyer, F. C. and Getty, T.",2008,"Male elimination in the honeybee","Behavioral Ecology","19"," 6 ","1075-1079"
"50490","Questad, E. J. and Foster, B. L.",2008,"Coexistence through spatio-temporal heterogeneity and species sorting in grassland plant communities","Ecology Letters","11"," 7 ","717-726"
"67004","Verissimo, D., Barua, M., Jepson, P., MacMillan, D. C. and Smith, R. J.",2012,"Selecting marine invertebrate flagship species: Widening the net","Biological Conservation","145"," 1 ","4-4"
"36356","Kingston, N., Waldren, S. and Smyth, N.",2004,"Conservation genetics and ecology of Angiopteris chauliodonta a copel. (Marattiaceae), a critically endangered fern from Pitcairn Island, South Central Pacific Ocean","Biological Conservation","117","3","309-319"
"53264","Anand, M. O., Krishnaswamy, J. and Das, A.",2008,"Proximity to forests drives bird conservation value of coffee plantations: Implications for certification","Ecological Applications","18"," 7 ","1754-1763"
"75935","Boucek, R. E. and Rehage, J. S.",2013,"No free lunch: displaced marsh consumers regulate a prey subsidy to an estuarine consumer","Oikos","122"," 10 ","1453-1464"
"75424","Dakin, R. and Montgomerie, R.",2013,"Eye for an eyespot: how iridescent plumage ocelli influence peacock mating success","Behavioral Ecology","24"," 5 ","1048-1057"
"49683","Vellend, M.",2008,"Effects of diversity on diversity: consequences of competition and facilitation","Oikos","117"," 7 ","1075-1085"
"62692","Sutton, M. D., Briggs, D. E. G., Siveter, D. J. and Siveter, D. J.",2011,"A soft-bodied lophophorate from the Silurian of England","Biology Letters","7"," 1 ","146-149"
"67730","Ruiz-Benito, P., Gomez-Aparicio, L. and Zavala, M. A.",2012,"Large-scale assessment of regeneration and diversity in Mediterranean planted pine forests along ecological gradients","Diversity and Distributions","18"," 11 ","1092-1106"
"73896","Lazarina, M., Sgardeli, V., Kallimanis, A. S. and Sgardelis, S. P.",2013,"An effort-based index of beta diversity","Methods in Ecology and Evolution","4"," 3 ","217-225"
"51263","Liebig, M. A., Kronberg, S. L. and Gross, J. R.",2008,"Effects of normal and altered cattle urine on short-term greenhouse gas flux from mixed-grass prairie in the Northern Great plains","Agriculture Ecosystems & Environment","125"," 1-4 ","57-64"
"37463","Butler, M. A. and King, A. A.",2004,"Phylogenetic comparative analysis: A modeling approach for adaptive evolution","American Naturalist","164","6","683-695"
"43492","Laird, R. A. and Schamp, B. S.",2006,"Competitive intransitivity promotes species coexistence","American Naturalist","168","2","182-193"
"43966","Hardman, B. and Moro, D.",2006,"Optimising reintroduction success by delayed dispersal: Is the release protocol important for hare-wallabies?","Biological Conservation","128","3","403-411"
"51442","Koshitaka, H., Kinoshita, M., Vorobyev, M. and Arikawa, K.",2008,"Tetrachromacy in a butterfly that has eight varieties of spectral receptors","Proceedings of the Royal Society B-Biological Sciences","275"," 1637 ","947-954"
"51921","Hansen, L. S., Gonzalez, S. F., Toft, S. and Bilde, T.",2008,"Thanatosis as an adaptive male mating strategy in the nuptial gift-giving spider Pisaura mirabilis","Behavioral Ecology","19"," 3 ","546-551"
"43215","Martin, J., Luque-Larena, J. J. and Lopez, P.",2006,"Collective detection in escape responses of temporary groups of Iberian green frogs","Behavioral Ecology","17","2","222-226"
"53930","Strom, L., Hylander, K. and Dynesius, M.",2009,"Different long-term and short-term responses of land snails to clear-cutting of boreal stream-side forests","Biological Conservation","142"," 8 ","1580-1587"
"69719","Gutknecht, J. L. M., Field, C. B. and Balser, T. C.",2012,"Microbial communities and their responses to simulated global change fluctuate greatly over multiple years","Global Change Biology","18"," 7 ","2256-2269"
"73005","Pautasso, M., Aas, G., Queloz, V. and Holdenrieder, O.",2013,"Dieback of European ash: Let's avoid this kind of opportunities for nature conservation","Biological Conservation","167"," ","452-453"
"64125","Ma, C. B. and Schoolman, E. D.",2011,"Who bears the environment burden in China-An analysis of the distribution of industrial pollution sources? (vol 69, pg 1869, 2010)","Ecological Economics","70"," 3 ","569-569"
"51861","Heilbronner, S. R., Rosati, A. G., Stevens, J. R., Hare, B. and Hauser, M. D.",2008,"A fruit in the hand or two in the bush? Divergent risk preferences in chimpanzees and bonobos","Biology Letters","4"," 3 ","246-249"
"49923","Strong, A. and Flores, N. E.",2008,"Estimating the economic benefits of acidic rock drainage clean up using cost shares","Ecological Economics","65"," 2 ","348-355"
"59013","Philpott, S. M.",2010,"A canopy dominant ant affects twig-nesting ant assembly in coffee agroecosystems","Oikos","119"," 12 ","1954-1960"
"62293","Wei, C. L., Lin, S. Y., Sheu, D. D., Chou, W. C., Yi, M. C., Santschi, P. H. and Wen, L. S.",2011,"Particle-reactive radionuclides (Th-234, Pb-210, Po-210) as tracers for the estimation of export production in the South China Sea","Biogeosciences","8"," 12 ","3793-3808"
"38062","Weltzin, J. F., Keller, J. K., Bridgham, S. D., Pastor, J., Allen, P. B. and Chen, J.",2005,"Litter controls plant community composition in a northern fen","Oikos","110","3","537-546"
"39769","Krasnov, B. R., Shenbrot, G. I., Khokhlova, I. S. and Poulin, R.",2005,"Diversification of ectoparasite assemblages and climate: an example with fleas parasitic on small mammals","Global Ecology and Biogeography","14","2","167-175"
"61805","Baselga, A.",2010,"Partitioning the turnover and nestedness components of beta diversity","Global Ecology and Biogeography","19"," 1 ","134-143"
"55878","Ikeya, T., Broughton, S., Alic, N., Grandison, R. and Partridge, L.",2009,"The endosymbiont Wolbachia increases insulin/IGF-like signalling in Drosophila","Proceedings of the Royal Society B-Biological Sciences","276"," 1674 ","3799-3807"
"60999","Duro, J. A., Alcantara, V. and Padilla, E.",2010,"International inequality in energy intensity levels and the role of production composition and energy efficiency: An analysis of OECD countries","Ecological Economics","69"," 12 ","2468-2474"
"70089","Fei, S. L., Liang, L., Paillet, F. L., Steiner, K. C., Fang, J. Y., Shen, Z. H., Wang, Z. H. and Hebard, F. V.",2012,"Modelling chestnut biogeography for American chestnut restoration","Diversity and Distributions","18"," 8 ","754-768"
"47210","Loo, S. E., Keller, R. P. and Leung, B.",2007,"Freshwater invasions: using historical data to analyse spread","Diversity and Distributions","13"," 1 ","23-32"
"73992","Kuebbing, S. E., Nunez, M. A. and Simberloff, D.",2013,"Current mismatch between research and conservation efforts: The need to study co-occurring invasive plant species","Biological Conservation","160"," ","121-129"
"44816","Carmel, Y. and Flather, C. H.",2006,"Constrained range expansion and climate change assessments","Frontiers in Ecology and the Environment","4","4","178-179"
"44895","Buckling, A., Wei, Y., Massey, R. C., Brockhurst, M. A. and Hochberg, M. E.",2006,"Antagonistic coevolution with parasites increases the cost of host deleterious mutations","Proceedings of the Royal Society B-Biological Sciences","273","1582","45-49"
"48313","Farnsworth, E. J.",2007,"Plant life history traits of rare versus frequent plant taxa of sandplains: Implications for research and management trials","Biological Conservation","136"," 1 ","44-52"
"41633","Wilkinson, M. T., Unwin, D. M. and Ellington, C. P.",2006,"High lift function of the pteroid bone and forewing of pterosaurs","Proceedings of the Royal Society B-Biological Sciences","273","1582","119-126"
"45399","Wunder, S.",2007,"The efficiency of payments for environmental services in tropical conservation","Conservation Biology","21","1","48-58"
"45190","Bailey, S. A., Nandakumar, K. and MacIsaac, H. J.",2006,"Does saltwater flushing reduce viability of diapausing eggs in ship ballast sediment?","Diversity and Distributions","12","3","328-335"
"35174","Schwinning, S., Sala, O. E., Loik, M. E. and Ehleringer, J. R.",2004,"Thresholds, memory, and seasonality: understanding pulse dynamics in arid/semi-arid ecosystems","Oecologia","141","2","191-193"
"65936","Clark, K. L., Armstrong, K. M. and Moore, T.",2011,"Probing neural circuitry and function with electrical microstimulation","Proceedings of the Royal Society B-Biological Sciences","278"," 1709 ","1121-1130"
"40879","Cottenie, K.",2005,"Integrating environmental and spatial processes in ecological community dynamics","Ecology Letters","8","11","1175-1182"
"72666","Rivest, D., Paquette, A., Moreno, G. and Messier, C.",2013,"A meta-analysis reveals mostly neutral influence of scattered trees on pasture yield along with some contrasted effects depending on functional groups and rainfall conditions","Agriculture Ecosystems & Environment","165"," ","74-79"
"36289","Kritzer, J. P.",2004,"Effects of noncompliance on the success of alternative designs of marine protected-area networks for conservation and fisheries management","Conservation Biology","18","4","1021-1031"
"74879","Garrard, G. E., McCarthy, M. A., Williams, N. S. G., Bekessy, S. A. and Wintle, B. A.",2013,"A general model of detectability using species traits","Methods in Ecology and Evolution","4"," 1 ","45-52"
"67943","Quinn, J. E., Brandle, J. R. and Johnson, R. J.",2012,"The effects of land sparing and wildlife-friendly practices on grassland bird abundance within organic farmlands","Agriculture Ecosystems & Environment","161"," ","10-16"
"47278","Lewis, D. B., Grimm, N. B., Harms, T. K. and Schade, J. D.",2007,"Subsystems, flowpaths, and the spatial variability of nitrogen in a fluvial ecosystem","Landscape Ecology","22"," 6 ","911-924"
"78410","Corinaldesi, C., Tangherlini, M., Luna, G. M. and Dell'Anno, A.",2014,"Extracellular DNA can preserve the genetic signatures of present and past viral infection events in deep hypersaline anoxic basins","Proceedings of the Royal Society B-Biological Sciences","281"," 1780 ",""
"76666","Van Houtan, K. S. and Kittinger, J. N.",2014,"Historical commercial exploitation and the current status of Hawaiian green turtles","Biological Conservation","170"," ","20-27"
"74695","Griffiths, C. J., Zuel, N., Jones, C. G., Ahamud, Z. and Harris, S.",2013,"Assessing the Potential to Restore Historic Grazing Ecosystems with Tortoise Ecological Replacements","Conservation Biology","27"," 4 ","690-700"
"48125","Genner, M. J., Nichols, P., Carvalho, G., Robinson, R. L., Shaw, P. W., Smith, A. and Turner, G. F.",2007,"Evolution of a cichlid fish in a Lake Malawi satellite lake","Proceedings of the Royal Society B-Biological Sciences","274"," 1623 ","2249-2257"
"70983","Bianchi, F. J. J. A. and Cunningham, S. A.",2012,"Unravelling the role of mate density and sex ratio in competition for pollen","Oikos","121"," 2 ","219-227"
"35780","Neuhauser, M.",2004,"Testing whether any of the significant tests within a table are indeed significant","Oikos","106","2","409-410"
"71364","Zurlini, G., Petrosillo, I., Jones, K. B. and Zaccarelli, N.",2013,"Highlighting order and disorder in social-ecological landscapes to foster adaptive capacity and sustainability","Landscape Ecology","28"," 6 ","1161-1173"
"67487","Silva-Rodriguez, E. A. and Sieving, K. E.",2012,"Domestic dogs shape the landscape-scale distribution of a threatened forest ungulate","Biological Conservation","150"," 1 ","103-110"
"63207","Riehl, C.",2011,"Living with strangers: direct benefits favour non-kin cooperation in a communally nesting bird","Proceedings of the Royal Society B-Biological Sciences","278"," 1712 ","1728-1735"
"39033","Phillips, D. L., Newsome, S. D. and Gregg, J. W.",2005,"Combining sources in stable isotope mixing models: alternative methods","Oecologia","144","4","520-527"
"50359","Rodel, H. G., Hudson, R. and von Holst, D.",2008,"Optimal litter size for individual growth of European rabbit pups depends on their thermal environment","Oecologia","155"," 4 ","677-689"
"73502","Mayor, A. G., Kefi, S., Bautista, S., Rodriguez, F., Carteni, F. and Rietkerk, M.",2013,"Feedbacks between vegetation pattern and resource loss dramatically decrease ecosystem resilience and restoration potential in a simple dryland model","Landscape Ecology","28"," 5 ","931-942"
"78153","Foster, K. L. and Higham, T. E.",2014,"Context-dependent changes in motor control and kinematics during locomotion: modulation and decoupling","Proceedings of the Royal Society B-Biological Sciences","281"," 1782 ",""
"66571","Altman, I., Blakeslee, A. M. H., Osio, G. C., Rillahan, C. B., Teck, S. J., Meyer, J. J., Byers, J. E. and Rosenberg, A. A.",2011,"A practical approach to implementation of ecosystem-based management: a case study using the Gulf of Maine marine ecosystem","Frontiers in Ecology and the Environment","9"," 3 ","183-189"
"50798","Notaro, M., Wang, Y., Liu, Z., Gallimore, R. and Levis, S.",2008,"Combined statistical and dynamical assessment of simulated vegetation-rainfall during the mid-Holocene","Global Change Biology","14"," 2 ","347-368"
"76069","Bergquist, A. K., Soderholm, K., Kinneryd, H., Lindmark, M. and Soderholm, P.",2013,"Command-and-control revisited: Environmental compliance and technological change in Swedish industry 1970-1990","Ecological Economics","85"," ","6-19"
"63379","Pollard, K. A.",2011,"Making the most of alarm signals: the adaptive value of individual discrimination in an alarm context","Behavioral Ecology","22"," 1 ","93-100"
"74995","Forbes, C. and Hammill, E.",2013,"Fear in the dark? Community-level effects of non-lethal predators change with light regime","Oikos","122"," 12 ","1662-1668"
"47736","House, C. M., Hunt, J. and Moore, A. J.",2007,"Sperm competition, alternative mating tactics and context-dependent fertilization success in the burying beetle, Nicrophorus vespilloides","Proceedings of the Royal Society B-Biological Sciences","274"," 1615 ","1309-1315"
"38382","Surridge, A. K., Suarez, S. S., Buchanan-Smith, H. M. and Mundy, N. I.",2005,"Non-random association of opsin alleles in wild groups of red-bellied tamarins (Saguinus labiatus) and maintenance of the colour vision polymorphism","Biology Letters","1","4","465-468"
"54664","Pautasso, M. and Powell, G.",2009,"Aphid biodiversity is positively correlated with human population in European countries","Oecologia","160"," 4 ","839-846"
"58602","Schlesinger, W. H.",2010,"On fertilizer-induced soil carbon sequestration in China's croplands","Global Change Biology","16"," 2 ","849-850"
"67480","Simova, I. and Herben, T.",2012,"Geometrical constraints in the scaling relationships between genome size, cell size and cell cycle length in herbaceous plants","Proceedings of the Royal Society B-Biological Sciences","279"," 1730 ","867-875"
"55520","Lakes, T., Muller, D. and Kruger, C.",2009,"Cropland change in southern Romania: a comparison of logistic regressions and artificial neural networks","Landscape Ecology","24"," 9 ","1195-1206"
"35226","Satake, A., Bjornstad, O. N. and Kobro, S.",2004,"Masting and trophic cascades: interplay between rowan trees, apple fruit moth, and their parasitoid in southern Norway","Oikos","104","3","540-550"
"60235","Iacona, G. D., Kirkman, L. K. and Bruna, E. M.",2010,"Effects of resource availability on seedling recruitment in a fire-maintained savanna","Oecologia","163"," 1 ","171-180"
"54098","Sherman, C. D. H., Wapstra, E. and Olsson, M.",2009,"Consistent male-male paternity differences across female genotypes","Biology Letters","5"," 2 ","232-234"
"41382","Arponen, A., Heikkinen, R. K., Thomas, C. D. and Moilanen, A.",2005,"The value of biodiversity in reserve selection: Representation, species weighting, and benefit functions","Conservation Biology","19","6","2009-2014"
"45099","Bellemain, E., Zedrosser, A., Manel, S., Waits, L. P., Taberlet, P. and Swenson, J. E.",2006,"The dilemma of female mate selection in the brown bear, a species with sexually selected infanticide","Proceedings of the Royal Society B-Biological Sciences","273","1584","283-291"
"70495","Couchman, J. J.",2012,"Self-agency in rhesus monkeys","Biology Letters","8"," 1 ","39-41"
"53007","Bollazzi, M., Kronenbitter, J. and Roces, F.",2008,"Soil temperature, digging behaviour, and the adaptive value of nest depth in South American species of Acromyrmex leaf-cutting ants","Oecologia","158"," 1 ","165-175"
"58069","van der Velde, M., Wriedt, G. and Bouraoui, F.",2010,"Estimating irrigation use and effects on maize yield during the 2003 heatwave in France","Agriculture Ecosystems & Environment","135"," 1-2 ","90-97"
"66524","Apfelbeck, B. and Goymann, W.",2011,"Ignoring the challenge? Male black redstarts (Phoenicurus ochruros) do not increase testosterone levels during territorial conflicts but they do so in response to gonadotropin-releasing hormone","Proceedings of the Royal Society B-Biological Sciences","278"," 1722 ","3233-3242"
"74987","Forister, M. L. and Wilson, J. S.",2013,"The population ecology of novel plant-herbivore interactions","Oikos","122"," 5 ","657-666"
