"","Author","Year","Title","Journal","Volume","Issue","Pages"
"72681","Riley, W. D., Davison, P. I., Maxwell, D. L. and Bendall, B.",2013,"Street lighting delays and disrupts the dispersal of Atlantic salmon (Salmo salar) fry","Biological Conservation","158"," ","140-146"
"43988","Hall, S. R., Leibold, M. A., Lytle, D. A. and Smith, V. H.",2006,"Inedible producers in food webs: Controls on stoichiometric food quality and composition of grazers","American Naturalist","167","5","628-637"
"46572","Phillips, B. and Shine, R.",2007,"When dinner is dangerous: Toxic frogs elicit species-specific responses from a generalist snake predator","American Naturalist","170"," 6 ","936-942"
"66173","Brown, F. D., D'Anna, I. and Sommer, R. J.",2011,"Host-finding behaviour in the nematode Pristionchus pacificus","Proceedings of the Royal Society B-Biological Sciences","278"," 1722 ","3260-3269"
"46460","Quintana-Ascencio, P. F., Weekley, C. W. and Menges, E. S.",2007,"Comparative demography of a rare species in Florida scrub and road habitats","Biological Conservation","137"," 2 ","263-270"
"42884","Norgard, J. S.",2006,"Consumer efficiency in conflict with GDP growth","Ecological Economics","57","1","15-29"
"57671","Zhou, Z. and Li, F. C. Z. Z. H.",2010,"A new Lower Cretaceous bird from China and tooth reduction in early avian evolution","Proceedings of the Royal Society B-Biological Sciences","277"," 1679 ","219-227"
"66222","Bowlby, H. D. and Gibson, A. J. F.",2011,"Reduction in fitness limits the useful duration of supplementary rearing in an endangered salmon population","Ecological Applications","21"," 8 ","3032-3048"
"37548","Brearley, F. Q.",2004,"Tropical rainforest disturbance and recovery","Frontiers in Ecology and the Environment","2","7","346-347"
"46747","Nowak, M. A. and Roch, S.",2007,"Upstream reciprocity and the evolution of gratitude","Proceedings of the Royal Society B-Biological Sciences","274"," 1610 ","605-610"
"55197","Mathot, K. J., Godde, S., Careau, V., Thomas, D. W. and Giraldeau, L. A.",2009,"Testing dynamic variance-sensitive foraging using individual differences in basal metabolic rates of zebra finches","Oikos","118"," 4 ","545-552"
"40462","Franks, N. R., Hooper, J., Webb, C. and Dornhaus, A.",2005,"Tomb evaders: house-hunting hygiene in ants","Biology Letters","1","2","190-192"
"35311","Rothstein, D. E., Vitousek, P. M. and Simmons, B. L.",2004,"An exotic tree alters decomposition and nutrient cycling in a Hawaiian montane forest","Ecosystems","7","8","805-814"
"36437","Johnstone, R. A. and Bshary, R.",2004,"Evolution of spite through indirect reciprocity (vol 271, pg, 1917, 2004)","Proceedings of the Royal Society B-Biological Sciences","271","1557","2637-2637"
"68321","Navel, S., Mermillod-Blondin, F., Montuelle, B., Chauvet, E. and Marmonier, P.",2012,"Sedimentary context controls the influence of ecosystem engineering by bioturbators on microbial processes in river sediments","Oikos","121"," 7 ","1134-1144"
"52926","Bret-Harte, M. S., Mack, M. C., Goldsmith, G. R., Sloan, D. B., DeMarco, J., Shaver, G. R., Ray, P. M., Biesinger, Z. and Chapin, F. S.",2008,"Plant functional types do not predict biomass responses to removal and fertilization in Alaskan tussock tundra","Journal of Ecology","96"," 4 ","713-726"
"74278","Jakobs, G., Rehder, G., Jost, G., Kiesslich, K., Labrenz, M. and Schmale, O.",2013,"Comparative studies of pelagic microbial methane oxidation within the redox zones of the Gotland Deep and Landsort Deep (central Baltic Sea)","Biogeosciences","10"," 12 ","7863-7875"
"70476","Cranston, B. H., Callaway, R. M., Monks, A. and Dickinson, K. J. M.",2012,"Gender and abiotic stress affect community-scale intensity of facilitation and its costs","Journal of Ecology","100"," 4 ","915-922"
"57916","Warziniack, T.",2010,"Efficiency of public goods provision in space","Ecological Economics","69"," 8 ","1723-1730"
"42918","Newman, K. B., Buckland, S. T., Lindley, S. T., Thomas, L. and Fernandez, C.",2006,"Hidden process models for animal population dynamics","Ecological Applications","16","1","74-86"
"54090","Shingleton, A. W., Estep, C. M., Driscoll, M. V. and Dworkin, I.",2009,"Many ways to be small: different environmental regulators of size generate distinct scaling relationships in Drosophila melanogaster","Proceedings of the Royal Society B-Biological Sciences","276"," 1667 ","2625-2633"
"77927","Higham, J. P.",2014,"How does honest costly signaling work?","Behavioral Ecology","25"," 1 ","8-11"
"49099","Beery, A. K., Trumbull, J. J., Tsao, J. M., Costantini, R. M. and Zucker, I.",2007,"Sex differences in the onset of seasonal reproductive quiescence in hamsters","Proceedings of the Royal Society B-Biological Sciences","274"," 1607 ","281-286"
"63060","Sahlin, U., Ryden, T., Nyberg, C. D. and Smith, H. G.",2011,"A benefit analysis of screening for invasive species - base-rate uncertainty and the value of information","Methods in Ecology and Evolution","2"," 5 ","500-508"
"61795","Bates, N. R., Amat, A. and Andersson, A. J.",2010,"Feedbacks and responses of coral calcification on the Bermuda reef system to seasonal changes in biological processes and ocean acidification","Biogeosciences","7"," 8 ","2509-2530"
"74055","Koho, K. A., Nierop, K. G. J., Moodley, L., Middelburg, J. J., Pozzato, L., Soetaert, K., van der Plicht, J. and Reichart, G. J.",2013,"Microbial bioavailability regulates organic matter preservation in marine sediments","Biogeosciences","10"," 2 ","1131-1141"
"50773","Ogada, D. L., Gadd, M. E., Ostfeld, R. S., Young, T. P. and Keesing, F.",2008,"Impacts of large herbivorous mammals on bird diversity and abundance in an African savanna","Oecologia","156"," 2 ","387-397"
"61902","Aslan, C. E. and Rejmanek, M.",2010,"Avian use of introduced plants: Ornithologist records illuminate interspecific associations and research needs","Ecological Applications","20"," 4 ","1005-1020"
"45915","Stokke, B. G., Hafstad, I., Rudolfsen, G., Bargain, B., Beier, J., Campas, D. B., Dyrcz, A., Honza, M., Leisler, B., Pap, P. L., Patapavicius, R., Prochazka, P., Schulze-Hagen, K., Thomas, R., Moksnes, A., Moller, A. P., Roskaft, E. and Soler, M.",2007,"Host density predicts presence of cuckoo parasitism in reed warblers","Oikos","116","6","913-922"
"52751","Charlesworth, B.",2008,"Untitled","Biology Letters","4"," 1 ","1-1"
"60563","Graham, E. A., Riordan, E. C., Yuen, E. M., Estrin, D. and Rundel, P. W.",2010,"Public Internet-connected cameras used as a cross-continental ground-based plant phenology monitoring system","Global Change Biology","16"," 11 ","3014-3023"
"68756","Lythgoe, K. A. and Fraser, C.",2012,"New insights into the evolutionary rate of HIV-1 at the within-host and epidemiological levels","Proceedings of the Royal Society B-Biological Sciences","279"," 1741 ","3367-3375"
"77868","Hurlimann, M. L., Stier, A., Scholly, O., Criscuolo, F. and Bize, P.",2014,"Short- and long-term effects of litter size manipulation in a small wild-derived rodent","Biology Letters","10"," 3 ",""
"65618","Dudaniec, R. Y., Schlotfeldt, B. E., Bertozzi, T., Donnellan, S. C. and Kleindorfer, S.",2011,"Genetic and morphological divergence in island and mainland birds: Informing conservation priorities","Biological Conservation","144"," 12 ","2902-2912"
"42629","Ponton, F., Lefevre, T., Lebarbenchon, C., Thomas, F., Loxdale, H. D., Marche, L., Renault, L., Perrot-Minnot, M. J. and Biron, D. G.",2006,"Do distantly related parasites rely on the same proximate factors to alter the behaviour of their hosts?","Proceedings of the Royal Society B-Biological Sciences","273","1603","2869-2877"
"48933","Brearley, F. Q., Proctor, J., Suriantata, Nagy, L., Dalrymple, G. and Voysey, B. C.",2007,"Reproductive phenology over a 10-year period in a lowland evergreen rain forest of central Borneo","Journal of Ecology","95"," 4 ","828-839"
"48749","Chiba, S., Arnott, S. A. and Conover, D. O.",2007,"Coevolution of foraging behavior with intrinsic growth rate: risk-taking in naturally and artificially selected growth genotypes of Menidia menidia","Oecologia","154"," 1 ","237-246"
"77978","Harfoot, M., Tittensor, D. P., Newbold, T., McInerny, G., Smith, M. J. and Scharlemann, J. P. W.",2014,"Integrated assessment models for ecologists: the present and the future","Global Ecology and Biogeography","23"," 2 ","124-143"
"58309","Stoltz, J. A. and Andrade, M. C. B.",2010,"Female's courtship threshold allows intruding males to mate with reduced effort","Proceedings of the Royal Society B-Biological Sciences","277"," 1681 ","585-592"
"34684","Whitehead, D., Griffin, K. L., Turnbull, M. H., Tissue, D. T., Engel, V. C., Brown, K. J., Schuster, W. S. F. and Walcroft, A. S.",2004,"Response of total night-time respiration to differences in total daily photosynthesis for leaves in a Quercus rubra L. canopy: implications for modelling canopy CO2 exchange","Global Change Biology","10","6","925-938"
"47267","Liess, A. and Kahlert, M.",2007,"Gastropod grazers and nutrients, but not light, interact in determining periphytic algal diversity","Oecologia","152"," 1 ","101-111"
"70416","Dans, S. L., Degrati, M., Pedraza, S. N. and Crespo, E. A.",2012,"Effects of Tour Boats on Dolphin Activity Examined with Sensitivity Analysis of Markov Chains","Conservation Biology","26"," 4 ","708-716"
"43350","Liu, Y. H., Yu, Z. R., Gu, W. B. and Axmacher, J. C.",2006,"Diversity of carabids (Coleoptera, Carabidae) in the desalinized agricultural landscape of Quzhou county, China","Agriculture Ecosystems & Environment","113"," 1-4 ","45-50"
"44801","Cassey, P., Blackburn, T. M., Lockwood, J. L. and Sax, D. F.",2006,"A stochastic model for integrating changes in species richness and community similarity across spatial scales","Oikos","115","2","207-218"
"68661","Martin, L. J.",2012,"Where are the women in ecology?","Frontiers in Ecology and the Environment","10"," 4 ","177-178"
"70320","Di Maria, C., Smulders, S. and van der Werf, E.",2012,"Absolute abundance and relative scarcity: Environmental policy with implementation lags","Ecological Economics","74"," ","104-119"
"52332","Farahbakhshazad, N., Dinnes, D. L., Li, C. S., Jaynes, D. B. and Salas, W.",2008,"Modeling biogeochemical impacts of alternative management practices for a row-crop field in Iowa","Agriculture Ecosystems & Environment","123"," 1-3 ","30-48"
"47786","Hitt, M. A.",2007,"America at the energy crossroads","Conservation Biology","21"," 2 ","293-294"
"60495","Haas, T. C., Blum, M. J. and Heins, D. C.",2010,"Morphological responses of a stream fish to water impoundment","Biology Letters","6"," 6 ","803-806"
"66654","Zoellick, B., Nelson, S. J. and Schauffler, M.",2012,"Participatory science and education: bringing both views into focus","Frontiers in Ecology and the Environment","10"," 6 ","310-313"
"54464","Ravi, S. and Huxman, T. E.",2009,"Land degradation in the Thar Desert","Frontiers in Ecology and the Environment","7"," 10 ","517-518"
"59890","Landman, N. H., Kennedy, W. J., Cobban, W. A. and Larson, N. L.",2010,"Scaphites of the ""Nodosus Group"" from the Upper Cretaceous (Campanian) of the Western Interior of North America","Bulletin of the American Museum of Natural History"," "," 342 ","1-242"
"77378","Morandin, L. A., Long, R. F. and Kremen, C.",2014,"Hedgerows enhance beneficial insects on adjacent tomato fields in an intensive agricultural landscape","Agriculture Ecosystems & Environment","189"," ","164-170"
"75385","De Angelo, C., Paviolo, A., Wiegand, T., Kanagaraj, R. and Di Bitetti, M. S.",2013,"Understanding species persistence for defining conservation actions: A management landscape for jaguars in the Atlantic Forest","Biological Conservation","159"," ","422-433"
"68801","Lopez-Toledo, L., Anten, N. P. R., Endress, B. A., Ackerly, D. D. and Martinez-Ramos, M.",2012,"Resilience to chronic defoliation in a dioecious understorey tropical rain forest palm","Journal of Ecology","100"," 5 ","1245-1256"
"42098","Sonderskov, M., Axelsen, J. A., Pedersen, M. B. and Tybirk, K.",2006,"Assessment of the effects of reduced herbicide applications on selected arable weeds by a simulation model","Agriculture Ecosystems & Environment","116"," 3-4 ","216-224"
"37410","Casula, P. and Nichols, J. D.",2004,"Temporal variability of local abundance, sex ratio and activity in the Sardinian chalk hill blue butterfly (vol 136, pg 374, 2003)","Oecologia","138","1","160-160"
"40944","Chown, S. L., Hull, B. and Gaston, K. J.",2005,"Human impacts, energy availability and invasion across Southern Ocean Islands","Global Ecology and Biogeography","14","6","521-528"
"37727","Barot, S., Heino, M., O'Brien, L. and Dieckmann, U.",2004,"Long-term trend in the maturation reaction norm of two cod stocks","Ecological Applications","14","4","1257-1271"
"52772","Casini, M., Lovgren, J., Hjelm, J., Cardinale, M., Molinero, J. C. and Kornilovs, G.",2008,"Multi-level trophic cascades in a heavily exploited open marine ecosystem","Proceedings of the Royal Society B-Biological Sciences","275"," 1644 ","1793-1801"
"78412","Cordes, C. and Schwesinger, G.",2014,"Technological diffusion and preference learning in the world of Homo sustinens: The challenges for politics","Ecological Economics","97"," ","191-200"
"72685","Riehl, C.",2013,"Evolutionary routes to non-kin cooperative breeding in birds","Proceedings of the Royal Society B-Biological Sciences","280"," 1772 ",""
"66994","Viblanc, V. A., Valette, V., Kauffmann, M., Malosse, N. and Groscolas, R.",2012,"Coping with social stress: heart rate responses to agonistic interactions in king penguins","Behavioral Ecology","23"," 6 ","1178-1185"
"63625","Ohlberger, J., Langangen, O., Edeline, E., Olsen, E. M., Winfield, I. J., Fletcher, J. M., Ben James, J., Stenseth, N. C. and Vollestad, L. A.",2011,"Pathogen-induced rapid evolution in a vertebrate life-history trait","Proceedings of the Royal Society B-Biological Sciences","278"," 1702 ","35-41"
"35401","Richards, C. L., Hamrick, J. L., Donovan, L. A. and Mauricio, R.",2004,"Unexpectedly high clonal diversity of two salt marsh perennials across a severe environmental gradient","Ecology Letters","7","12","1155-1162"
"39813","Knapp, R. A., Hawkins, C. P., Ladau, J. and McClory, J. G.",2005,"Fauna of Yosemite National Park lakes has low resistance but high resilience to fish introductions","Ecological Applications","15","3","835-847"
"38671","Scheller, R. M., Mladenoff, D. J., Thomas, R. C. and Sickley, T. A.",2005,"Simulating the effects of fire reintroduction versus continued fire absence on forest composition and landscape structure in the Boundary Waters Canoe Area, northern Minnesota, USA","Ecosystems","8","4","396-411"
"38314","Tielborger, K. and Valleriani, A.",2005,"Can seeds predict their future? Germination strategies of density-regulated desert annuals","Oikos","111","2","235-244"
"50512","Provan, J., Booth, D., Todd, N. P., Beatty, G. E. and Maggs, C. A.",2008,"Tracking biological invasions in space and time: elucidating the invasive history of the green alga Codium fragile using old DNA","Diversity and Distributions","14"," 2 ","343-354"
"64841","Hof, C., Levinsky, I., Araujo, M. B. and Rahbek, C.",2011,"Rethinking species' ability to cope with rapid climate change","Global Change Biology","17"," 9 ","2987-2990"
"54215","Schilling, E. G., Loftin, C. S. and Huryn, A. D.",2009,"Effects of introduced fish on macroinvertebrate communities in historically fishless headwater and kettle lakes","Biological Conservation","142"," 12 ","3030-3038"
"48578","Davis, J. D., Debinski, D. M. and Danielson, B. J.",2007,"Local and landscape effects on the butterfly community in fragmented Midwest USA prairie habitats","Landscape Ecology","22"," 9 ","1341-1354"
"55466","Lazaro, A., Lundgren, R. and Totland, O.",2009,"Co-flowering neighbors influence the diversity and identity of pollinator groups visiting plant species","Oikos","118"," 5 ","691-702"
"48344","Evans, K. L., Greenwood, J. J. D. and Gaston, K. J.",2007,"The positive correlation between avian species richness and human population density in Britain is not attributable to sampling bias","Global Ecology and Biogeography","16"," 3 ","300-304"
"52223","Frame, B. and Brown, J.",2008,"Developing post-normal technologies for sustainability","Ecological Economics","65"," 2 ","225-241"
"58815","Richards, A. E. and Schmidt, S.",2010,"Complementary resource use by tree species in a rain forest tree plantation","Ecological Applications","20"," 5 ","1237-1254"
"58497","Shelton, A. O.",2010,"The Ecological and Evolutionary Drivers of Female-Biased Sex Ratios: Two-Sex Models of Perennial Seagrasses","American Naturalist","175"," 3 ","302-315"
"55469","Lawler, R. R., Caswell, H., Richard, A. F., Ratsirarson, J., Dewar, R. E. and Schwartz, M.",2009,"Demography of Verreaux's sifaka in a stochastic rainfall environment","Oecologia","161"," 3 ","491-504"
"36934","Fogel, B. N., Crain, C. M. and Bertness, M. D.",2004,"Community level engineering effects of Triglochin maritima (seaside arrowgrass) in a salt marsh in northern New England, USA","Journal of Ecology","92","4","589-597"
"72234","Soininen, E. M., Brathen, K. A., Jusdado, J. G. H., Reidinger, S. and Hartley, S. E.",2013,"More than herbivory: levels of silica-based defences in grasses vary with plant species, genotype and location","Oikos","122"," 1 ","30-41"
"59738","Lively, C. M.",2010,"The Effect of Host Genetic Diversity on Disease Spread","American Naturalist","175"," 6 ","E149-E152"
"43209","Martinez, I., Carreno, F., Escudero, A. and Rubio, A.",2006,"Are threatened lichen species well-protected in Spain? Effectiveness of a protected areas network","Biological Conservation","133","4","500-511"
"63593","Orivel, J., Lambs, L., Male, P. J. G., Leroy, C., Grangier, J., Otto, T., Quilichini, A. and Dejean, A.",2011,"Dynamics of the association between a long-lived understory myrmecophyte and its specific associated ants","Oecologia","165"," 2 ","369-376"
"66913","Wardle, D. A., Bellingham, P. J., Fukami, T. and Bonner, K. I.",2012,"Soil-mediated indirect impacts of an invasive predator on plant growth","Biology Letters","8"," 4 ","574-577"
"67270","Szava-Kovats, R. C., Zobel, M. and Partel, M.",2012,"The local-regional species richness relationship: new perspectives on the null-hypothesis","Oikos","121"," 3 ","321-326"
"71672","Wang, J. M., Murphy, J. G., Geddes, J. A., Winsborough, C. L., Basiliko, N. and Thomas, S. C.",2013,"Methane fluxes measured by eddy covariance and static chamber techniques at a temperate forest in central Ontario, Canada","Biogeosciences","10"," 6 ","4371-4382"
"64237","Li, L., Vuichard, N., Viovy, N., Ciais, P., Wang, T., Ceschia, E., Jans, W., Wattenbach, M., Beziat, P., Gruenwald, T., Lehuger, S. and Bernhofer, C.",2011,"Importance of crop varieties and management practices: evaluation of a process-based model for simulating CO2 and H2O fluxes at five European maize (Zea mays L.) sites","Biogeosciences","8"," 6 ","1721-1736"
"53957","Sterner, R.",2009,"E. O. Wilson Naturalist Award Ulrich G. Mueller","American Naturalist","173"," 1 ","Iv-V"
"39980","James, M. C., Ottensmeyer, C. A. and Myers, R. A.",2005,"Identification of high-use habitat and threats to leatherback sea turtles in northern waters: new directions for conservation","Ecology Letters","8","2","195-201"
"57580","Alvaro-Fuentes, J., Lopez, M. V., Arrue, J. L., Moret, D. and Paustian, K.",2009,"Tillage and cropping effects on soil organic carbon in Mediterranean semiarid agroecosystems: Testing the Century model","Agriculture Ecosystems & Environment","134"," 3-4 ","211-217"
"39223","Norgaard, R. B.",2005,"Bubbles in a back eddy: A commentary on ""the origin, diagnostic attributes and practical application of coevolutionary theory""","Ecological Economics","54","4","362-365"
"70055","Fiser, C., Blejec, A. and Trontelj, P.",2012,"Niche-based mechanisms operating within extreme habitats: a case study of subterranean amphipod communities","Biology Letters","8"," 4 ","578-581"
"57737","Yang, Y. H., Fang, J. Y., Ma, W. H., Smith, P., Mohammat, A., Wang, S. P. and Wang, W.",2010,"Soil carbon stock and its changes in northern China's grasslands from 1980s to 2000s","Global Change Biology","16"," 11 ","3036-3047"
"56807","D'Ortenzio, F. and d'Alcala, M. R.",2009,"On the trophic regimes of the Mediterranean Sea: a satellite analysis","Biogeosciences","6"," 2 ","139-148"
"73491","McCallum, I., Franklin, O., Moltchanova, E., Merbold, L., Schmullius, C., Shvidenko, A., Schepaschenko, D. and Fritz, S.",2013,"Improved light and temperature responses for light-use-efficiency-based GPP models","Biogeosciences","10"," 10 ","6577-6590"
"37030","Elphick, C. S.",2004,"Assessing conservation trade-offs: identifying the effects of flooding rice fields for waterbirds on non-target bird species","Biological Conservation","117","1","105-110"
"78038","Grego, M., Riedel, B., Stachowitsch, M. and De Troch, M.",2014,"Meiofauna winners and losers of coastal hypoxia: case study harpacticoid copepods","Biogeosciences","11"," 2 ","281-292"
"39088","Payne, L. X., Schindler, D. E., Parrish, J. K. and Temple, S. A.",2005,"Quantifying spatial pattern with evenness indices","Ecological Applications","15","2","507-520"
"44187","Garamszegi, L. Z.",2006,"The evolution of virulence and host specialization in malaria parasites of primates","Ecology Letters","9","8","933-940"
"64939","Hatanaka, N., Wright, W., Loyn, R. H. and Mac Nally, R.",2011,"'Ecologically complex carbon' - linking biodiversity values, carbon storage and habitat structure in some austral temperate forests","Global Ecology and Biogeography","20"," 2 ","260-271"
"46181","Schmeller, D. S. and Merila, J.",2007,"Demographic and genetic estimates of effective population and breeding size in the amphibian Rana temporaria","Conservation Biology","21"," 1 ","142-151"
"57816","Witte, K. and Godin, J. G. J.",2010,"Mate choice copying and mate quality bias: are they different processes?","Behavioral Ecology","21"," 1 ","193-194"
"60744","Friedlingstein, P., Cadule, P., Piao, S. L., Ciais, P. and Sitch, S.",2010,"The African contribution to the global climate-carbon cycle feedback of the 21st century","Biogeosciences","7"," 2 ","513-519"
"67949","Quaas, M. F., Froese, R., Herwartz, H., Requate, T., Schmidt, J. O. and Voss, R.",2012,"Fishing industry borrows from natural capital at high shadow interest rates","Ecological Economics","82"," ","45-52"
"43680","Jones, J. P. G. and Coulson, T.",2006,"Population regulation and demography in a harvested freshwater crayfish from Madagascar","Oikos","112","3","602-611"
"39958","Jiang, L. and Morin, P. J.",2005,"Predator diet breadth influences the relative importance of bottom-up and top-down control of prey biomass and diversity","American Naturalist","165","3","350-363"
"72874","Polkki, M., Kortet, R., Hedrick, A. and Rantala, M. J.",2013,"Dominance is not always an honest signal of male quality, but females may be able to detect the dishonesty","Biology Letters","9"," 1 ",""
"40177","Harrod, C., Grey, J., McCarthy, T. K. and Morrissey, M.",2005,"Stable isotope analyses provide new insights into ecological plasticity in a mixohaline population of European eel","Oecologia","144","4","673-683"
"56262","Goidts, E., van Wesemael, B. and Van Oost, K.",2009,"Driving forces of soil organic carbon evolution at the landscape and regional scale using data from a stratified soil monitoring","Global Change Biology","15"," 12 ","2981-3000"
"74400","Hossack, B. R., Lowe, W. H., Honeycutt, R. K., Parks, S. A. and Corn, P. S.",2013,"Interactive effects of wildfire, forest management, and isolation on amphibian and parasite abundance","Ecological Applications","23"," 2 ","479-492"
"68725","Maes, D., Vanreusel, W., Jacobs, I., Berwaerts, K. and Van Dyck, H.",2012,"Applying IUCN Red List criteria at a small regional level: A test case with butterflies in Flanders (north Belgium)","Biological Conservation","145"," 1 ","258-266"
"49877","Tanabe, T. and Sota, T.",2008,"Complex copulatory behavior and the proximate effect of genital and body size differences on mechanical reproductive isolation in the millipede genus Parafontaria","American Naturalist","171"," 5 ","692-699"
"36780","Grace, J.",2004,"Understanding and managing the global carbon cycle","Journal of Ecology","92","2","189-202"
"69750","Grove, C. A., Zinke, J., Scheufen, T., Maina, J., Epping, E., Boer, W., Randriamanantsoa, B. and Brummer, G. J. A.",2012,"Spatial linkages between coral proxies of terrestrial runoff across a large embayment in Madagascar","Biogeosciences","9"," 8 ","3063-3081"
"67540","Senior, K.",2012,"Turning endocarp waste into biofuel","Frontiers in Ecology and the Environment","10"," 4 ","172-172"
