"","Author","Year","Title","Journal","Volume","Issue","Pages"
"61404","Chalfoun, A. D. and Martin, T. E.",2010,"Facultative nest patch shifts in response to nest predation risk in the Brewer's sparrow: a ""win-stay, lose-switch"" strategy?","Oecologia","163"," 4 ","885-892"
"48551","Dehnen-Schmutz, K., Touza, J., Perrings, C. and Williamson, M.",2007,"A century of the ornamental plant trade and its impact on invasion success","Diversity and Distributions","13"," 5 ","527-534"
"71234","Antoci, A., Russu, P. and Ticci, E.",2012,"Environmental externalities and immiserizing structural changes in an economy with heterogeneous agents","Ecological Economics","81"," ","80-91"
"36787","Gorman, H. E. and Nager, R. G.",2004,"Prenatal developmental conditions have long-term effects on offspring fecundity","Proceedings of the Royal Society B-Biological Sciences","271","1551","1923-1928"
"69175","Kirwan, M. L. and Guntenspergen, G. R.",2012,"Feedbacks between inundation, root production, and shoot growth in a rapidly submerging brackish marsh","Journal of Ecology","100"," 3 ","764-770"
"57254","Boessenkool, S., Austin, J. J., Worthy, T. H., Scofield, P., Cooper, A., Seddon, P. J. and Waters, J. M.",2009,"Relict or colonizer? Extinction and range expansion of penguins in southern New Zealand","Proceedings of the Royal Society B-Biological Sciences","276"," 1658 ","815-821"
"75086","Farine, D. R.",2013,"Animal social network inference and permutations for ecologists in R using asnipe","Methods in Ecology and Evolution","4"," 12 ","1187-1194"
"36577","Holland, J. M.",2004,"The environmental consequences of adopting conservation tillage in Europe: reviewing the evidence","Agriculture Ecosystems & Environment","103","1","Jan-25"
"45663","Vanpe, C., Gaillard, J. M., Kjellander, P., Mysterud, A., Magnien, P., Delorme, D., Van Laere, G., Klein, F., Liberg, O. and Hewison, A. J. M.",2007,"Antler size provides an honest signal of male phenotypic quality in roe deer","American Naturalist","169","4","481-493"
"49247","Ardia, D. R. and Clotfelter, E. D.",2007,"Individual quality and age affect responses to an energetic constraint in a cavity-nesting bird","Behavioral Ecology","18"," 1 ","259-266"
"64616","Jones, W. M., Fraser, L. H. and Curtis, P. J.",2011,"Plant community functional shifts in response to livestock grazing in intermountain depressional wetlands in British Columbia, Canada","Biological Conservation","144"," 1 ","511-517"
"62245","Whittaker, J.",2011,"The evolution of environmentally responsible investment: An Adam Smith perspective","Ecological Economics","71"," ","33-41"
"37589","Bond-Lamberty, B., Wang, C. K. and Gower, S. T.",2004,"A global relationship between the heterotrophic and autotrophic components of soil respiration?","Global Change Biology","10","10","1756-1766"
"42598","Prince, E. K., Lettieri, L., McCurdy, K. J. and Kubanek, J.",2006,"Fitness consequences for copepods feeding on a red tide dinoflagellate: deciphering the effects of nutritional value, toxicity, and feeding behavior","Oecologia","147","3","479-488"
"68212","Ozgo, M. and Schilthuizen, M.",2012,"Evolutionary change in Cepaea nemoralis shell colour over 43 years","Global Change Biology","18"," 1 ","74-81"
"70634","Chakraborty, S., Pangga, I. B. and Roper, M. M.",2012,"Climate change and multitrophic interactions in soil: the primacy of plants and functional domains","Global Change Biology","18"," 7 ","2111-2125"
"54751","Oquist, M. G., Sparrman, T., Klemedtsson, L., Drotz, S. H., Grip, H., Schleucher, J. and Nilsson, M.",2009,"Water availability controls microbial temperature responses in frozen soil CO2 production","Global Change Biology","15"," 11 ","2715-2722"
"78370","Daleo, P., Alberti, J., Pascual, J., Canepuccia, A. and Iribarne, O.",2014,"Herbivory affects salt marsh succession dynamics by suppressing the recovery of dominant species","Oecologia","175"," 1 ","335-343"
"39885","Kasparian, K., Geissler, E. and Trillmich, F.",2005,"Optimal offspring size in a small mammal: an exception to the tradeoff invariant life-history rule","Oikos","111","2","271-278"
"60160","Johnson, H. E., Mills, L. S., Stephenson, T. R. and Wehausen, J. D.",2010,"Population-specific vital rate contributions influence management of an endangered ungulate","Ecological Applications","20"," 6 ","1753-1765"
"41379","Arroyo-Mora, J. P., Sanchez-Azofeifa, G. A., Rivard, B., Calvo, J. C. and Janzen, D. H.",2005,"Dynamics in landscape structure and composition for the Chorotega region, Costa Rica from 1960 to 2000","Agriculture Ecosystems & Environment","106","1","27-39"
"62875","Siano, R., Alves-de-Souza, C., Foulon, E., Bendif, E. M., Simon, N., Guillou, L. and Not, F.",2011,"Distribution and host diversity of Amoebophryidae parasites across oligotrophic waters of the Mediterranean Sea","Biogeosciences","8"," 2 ","267-278"
"38558","Sherratt, T. N. and Franks, D. W.",2005,"Do unprofitable prey evolve traits that profitable prey find difficult to exploit?","Proceedings of the Royal Society B-Biological Sciences","272","1579","2441-2447"
"66304","Bina, O. and La Camera, F.",2011,"Promise and shortcomings of a green turn in recent policy responses to the ""double crisis""","Ecological Economics","70"," 12 ","2308-2316"
"69595","Herenyi, M., Hegyi, G., Garamszegi, L. Z., Hargitai, R., Michl, G., Rosivall, B. and Torok, J.",2012,"Lifetime offspring production in relation to breeding lifespan, attractiveness, and mating status in male collared flycatchers","Oecologia","170"," 4 ","935-942"
"59629","Mangel, J. C., Alfaro-Shigueto, J., Van Waerebeek, K., Caceres, C., Bearhop, S., Witt, M. J. and Godley, B. J.",2010,"Small cetacean captures in Peruvian artisanal fisheries: High despite protective legislation","Biological Conservation","143"," 1 ","136-143"
"54543","Poyry, J., Luoto, M., Heikkinen, R. K., Kuussaari, M. and Saarinen, K.",2009,"Species traits explain recent range shifts of Finnish butterflies","Global Change Biology","15"," 3 ","732-743"
"67885","Rehfeldt, G. E., Crookston, N. L., Saenz-Romero, C. and Campbell, E. M.",2012,"North American vegetation model for land-use planning in a changing climate: a solution to large classification problems","Ecological Applications","22"," 1 ","119-141"
"43978","Hamilton, I. M., Haesler, M. P. and Taborsky, M.",2006,"Predators, reproductive parasites, and the persistence of poor males on leks","Behavioral Ecology","17","1","97-107"
"73940","Lang'at, J. K. S., Kirui, B. K. Y., Skov, M. W., Kairo, J. G., Mencuccini, M. and Huxham, M.",2013,"Species mixing boosts root yield in mangrove trees","Oecologia","172"," 1 ","271-278"
"53548","Wehn, S.",2009,"A map-based method for exploring responses to different levels of grazing pressure at the landscape scale","Agriculture Ecosystems & Environment","129"," 1-3 ","177-181"
"65559","Eikenaar, C., Whitham, M., Komdeur, J., van der Velde, M. and Moore, I. T.",2011,"Endogenous testosterone is not associated with the trade-off between paternal and mating effort","Behavioral Ecology","22"," 3 ","601-608"
"59643","Majic, A. and Bath, A. J.",2010,"Changes in attitudes toward wolves in Croatia","Biological Conservation","143"," 1 ","255-260"
"50651","Peck, J. E. and Frelich, L. E.",2008,"Moss harvest truncates the successional development of epiphytic bryophytes in the Pacific Northwest","Ecological Applications","18"," 1 ","146-158"
"38755","Royle, N. J., Lindstrom, J. and Metcalfe, N. B.",2005,"A poor start in life negatively affects dominance status in adulthood independent of body size in green swordtails Xiphophorus helleri","Proceedings of the Royal Society B-Biological Sciences","272","1575","1917-1922"
"77723","Kraemer, S. A. and Velicer, G. J.",2014,"Social complementation and growth advantages promote socially defective bacterial isolates","Proceedings of the Royal Society B-Biological Sciences","281"," 1781 ",""
"49634","Vogel, J. G., Bond-Lamberty, B. P., Schuur, E. A. G., Gower, S. T., Mack, M. C., O'Connell, K. E. B., Valentine, D. W. and Ruess, R. W.",2008,"Carbon allocation in boreal black spruce forests across regions varying in soil temperature and precipitation","Global Change Biology","14"," 7 ","1503-1516"
"55754","Jousselin, E., Desdevises, Y. and Coeur d'Acier, A.",2009,"Fine-scale cospeciation between Brachycaudus and Buchnera aphidicola: bacterial genome helps define species and evolutionary relationships in aphids","Proceedings of the Royal Society B-Biological Sciences","276"," 1654 ","187-196"
"57152","Bronstein, J. L.",2009,"The evolution of facilitation and mutualism","Journal of Ecology","97"," 6 ","1160-1170"
"73385","Middleton, A. D., Morrison, T. A., Fortin, J. K., Robbins, C. T., Proffitt, K. M., White, P. J., McWhirter, D. E., Koel, T. M., Brimeyer, D. G., Fairbanks, W. S. and Kauffman, M. J.",2013,"Grizzly bear predation links the loss of native trout to the demography of migratory elk in Yellowstone","Proceedings of the Royal Society B-Biological Sciences","280"," 1762 ",""
"48893","Brunner, A., Ammann, C., Neftel, A. and Spirig, C.",2007,"Methanol exchange between grassland and the atmosphere","Biogeosciences","4"," 3 ","395-410"
"69555","Hiraki, T., Takeuchi, A., Tsumaki, T., Zempo, B., Kanda, S., Oka, Y., Nagahama, Y. and Okubo, K.",2012,"Female-specific target sites for both oestrogen and androgen in the teleost brain","Proceedings of the Royal Society B-Biological Sciences","279"," 1749 ","5014-5023"
"68114","Penuelas, J., Sardans, J., Rivas-Ubach, A. and Janssens, I. A.",2012,"The human-induced imbalance between C, N and P in Earth's life system","Global Change Biology","18"," 1 ","3-6"
"77523","Manning, D. T. and Taylor, J. E.",2014,"Migration and fuel use in rural Mexico","Ecological Economics","102"," ","126-136"
"59045","Perez, C., Munilla, I., Lopez-Alonso, M. and Velando, A.",2010,"Sublethal effects on seabirds after the Prestige oil-spill are mirrored in sexual signals","Biology Letters","6"," 1 ","33-35"
"45754","Turesson, H. and Bronmark, C.",2007,"Predator-prey encounter rates in freshwater piscivores: effects of prey density and water transparency","Oecologia","153","2","281-290"
"43799","Hossain, M. F.",2006,"Arsenic contamination in Bangladesh - An overview","Agriculture Ecosystems & Environment","113"," 1-4 ","Jan-16"
"50913","Morales, J. M. and Vazquez, D. P.",2008,"The effect of space in plant-animal mutualistic networks: insights from a simulation study","Oikos","117"," 9 ","1362-1370"
"42792","Owen-Smith, N.",2006,"Demographic determination of the shape of density dependence for three African ungulate populations","Ecological Monographs","76","1","93-109"
"54651","Peig, J. and Green, A. J.",2009,"New perspectives for estimating body condition from mass/length data: the scaled mass index as an alternative method","Oikos","118"," 12 ","1883-1891"
"69035","Laird, K. R., Haig, H. A., Ma, S., Kingsbury, M. V., Brown, T. A., Lewis, C. F. M., Oglesby, R. J. and Cumming, B. F.",2012,"Expanded spatial extent of the Medieval Climate Anomaly revealed in lake-sediment records across the boreal region in northwest Ontario","Global Change Biology","18"," 9 ","2869-2881"
"40360","Gil-Sanchez, J. M., Moleon, M., Bautista, J. and Otero, M.",2005,"Differential composition in the age of mates in Bonelli's eagle populations: The role of spatial scale, non-natural mortality reduction, and the age classes definition","Biological Conservation","124","1","149-152"
"46826","Myers, J. A. and Kitajima, K.",2007,"Carbohydrate storage enhances seedling shade and stress tolerance in a neotropical forest","Journal of Ecology","95"," 2 ","383-395"
"45895","Sulkava, R. T., Sulkava, P. O. and Sulkava, P. E.",2007,"Source and sink dynamics of density-dependent otter (Lutra lutra) populations in rivers of central Finland","Oecologia","153","3","579-588"
"55274","Mahurin, E. J. and Freeberg, T. M.",2009,"Chick-a-dee call variation in Carolina chickadees and recruiting flockmates to food","Behavioral Ecology","20"," 1 ","111-116"
"64109","Macreadie, P. I., Fowler, A. M. and Booth, D. J.",2011,"Rigs-to-reefs: will the deep sea benefit from artificial habitat?","Frontiers in Ecology and the Environment","9"," 8 ","455-461"
"45809","Thum, R. A.",2007,"Reproductive interference, priority effects and the maintenance of parapatry in Skistodiaptomus copepods","Oikos","116","5","759-768"
"77825","Jarnevich, C. S., Esaias, W. E., Ma, P. L. A., Morisette, J. T., Nickeson, J. E., Stohlgren, T. J., Holcombe, T. R., Nightingale, J. M., Wolfe, R. E. and Tan, B.",2014,"Regional distribution models with lack of proximate predictors: Africanized honeybees expanding north","Diversity and Distributions","20"," 2 ","193-201"
"75349","Deel, L.",2013,"Woodpeckers dine out on EABs","Frontiers in Ecology and the Environment","11"," 8 ","401-401"
"36338","Knaepkens, G., Bervoets, L., Verheyen, E. and Eens, M.",2004,"Relationship between population size and genetic diversity in endangered populations of the European bullhead (Cottus gobio): implications for conservation","Biological Conservation","115","3","403-410"
"42221","Senior, K.",2006,"China in trouble over illegal timber","Frontiers in Ecology and the Environment","4","4","176-176"
"75038","Filipe, A. F., Markovic, D., Pletterbauer, F., Tisseuil, C., De Wever, A., Schmutz, S., Bonada, N. and Freyhof, O.",2013,"Forecasting fish distribution along stream networks: brown trout (Salmo trutta) in Europe","Diversity and Distributions","19"," 8 ","1059-1071"
"75674","Cerrato, R. M., LoCicero, P. V. and Goodbred, S. L.",2013,"Response of mollusc assemblages to climate variability and anthropogenic activities: a 4000-year record from a shallow bar-built lagoon system","Global Change Biology","19"," 10 ","3024-3036"
"39428","Mehner, T., Holker, F. and Kasprzak, P.",2005,"Spatial and temporal heterogeneity of trophic variables in a deep lake as reflected by repeated singular samplings","Oikos","108","2","401-409"
"64987","Hamilton, A. J., Basset, Y., Benke, K. K., Grimbacher, P. S., Miller, S. E., Novotny, V., Samuelson, G. A., Stork, N. E., Weiblen, G. D. and Yen, J. D. L.",2011,"Quantifying uncertainty in estimation of tropical arthropod species richness (vol 176, pg 90, 2010)","American Naturalist","177"," 4 ","544-545"
"67606","Schmerler, S. B., Clement, W. L., Beaulieu, J. M., Chatelet, D. S., Sack, L., Donoghue, M. J. and Edwards, E. J.",2012,"Evolution of leaf form correlates with tropical-temperate transitions in Viburnum (Adoxaceae)","Proceedings of the Royal Society B-Biological Sciences","279"," 1744 ","3905-3913"
"66250","Bonisoli-Alquati, A., Boncoraglio, G., Caprioli, M. and Saino, N.",2011,"Birth order, individual sex and sex of competitors determine the outcome of conflict among siblings over parental care","Proceedings of the Royal Society B-Biological Sciences","278"," 1709 ","1273-1279"
"37188","de Mendonca, M. J. C., Diaz, M. D. V., Nepstad, D., da Motta, R. S., Alencar, A., Gomes, J. C. and Ortiz, R. A.",2004,"The economic cost of the use of fire in the Amazon","Ecological Economics","49","1","89-105"
"78107","Gedir, J. V. and Michener, G. R.",2014,"Litter sex ratios in Richardson's ground squirrels: long-term data support random sex allocation and homeostasis","Oecologia","174"," 4 ","1225-1239"
"49538","Wenger, S. J.",2008,"Use of Surrogates to Predict the Stressor Response of Imperiled Species","Conservation Biology","22"," 6 ","1564-1571"
"62676","Szabo, Z.",2011,"Reducing protest responses by deliberative monetary valuation: Improving the validity of biodiversity valuation","Ecological Economics","72"," ","37-44"
"57858","White, D. J., King, A. P., West, M. J., Gros-Louis, J. and Tuttle, E. M.",2010,"Effects of singing on copulation success and egg production in brown-headed cowbirds, Molothrus ater","Behavioral Ecology","21"," 2 ","211-218"
"71498","Wu, C. Y., Chen, J. M., Black, T. A., Price, D. T., Kurz, W. A., Desai, A. R., Gonsamo, A., Jassal, R. S., Gough, C. M., Bohrer, G., Dragoni, D., Herbst, M., Gielen, B., Berninger, F., Vesala, T., Mammarella, I., Pilegaard, K. and Blanken, P. D.",2013,"Interannual variability of net ecosystem productivity in forests is explained by carbon flux phenology in autumn","Global Ecology and Biogeography","22"," 8 ","994-1006"
"37493","Bugnyar, T., Stowe, M. and Heinrich, B.",2004,"Ravens, Corvus corax, follow gaze direction of humans around obstacles","Proceedings of the Royal Society B-Biological Sciences","271","1546","1331-1336"
"42690","Phelps, S. M., Rand, A. S. and Ryan, M. J.",2006,"A cognitive framework for mate choice and species recognition","American Naturalist","167","1","28-42"
"70560","Close, J.",2012,"Are stress responses to geomagnetic storms mediated by the cryptochrome compass system?","Proceedings of the Royal Society B-Biological Sciences","279"," 1736 ","2081-2090"
"44824","Caplat, P., Lepart, J. and Marty, P.",2006,"Landscape patterns and agriculture: modelling the long-term effects of human practices on Pinus sylvestris spatial dynamics (Causse Mejean, France)","Landscape Ecology","21","5","657-670"
"47607","Jeppesen, E., Sondergaard, M., Pedersen, A. R., Jurgens, K., Strzelczak, A., Lauridsen, T. L. and Johansson, L. S.",2007,"Salinity induced regime shift in shallow brackish lagoons","Ecosystems","10"," 1 ","47-57"
"46829","Muukkonen, P., Hartikainen, H., Lahti, K., Sarkela, A., Puustinen, M. and Alakukku, L.",2007,"Influence of no-tillage on the distribution and lability of phosphorus in Finnish clay soils","Agriculture Ecosystems & Environment","120"," 2-4 ","299-306"
"53546","Wei, Y. P., Davidson, B., Chen, D. L. and White, R.",2009,"Balancing the economic, social and environmental dimensions of agro-ecosystems: An integrated modeling approach","Agriculture Ecosystems & Environment","131"," 3-4 ","263-273"
"72914","Pickup, M., Field, D. L., Rowell, D. M. and Young, A. G.",2013,"Source population characteristics affect heterosis following genetic rescue of fragmented plant populations","Proceedings of the Royal Society B-Biological Sciences","280"," 1750 ",""
"61521","Burton, A.",2010,"Wordsworth frostbitten","Frontiers in Ecology and the Environment","8"," 10 ","560-560"
"68650","Martinez-Vilalta, J., Lloret, F. and Breshears, D. D.",2012,"Drought-induced forest decline: causes, scope and implications","Biology Letters","8"," 5 ","689-691"
"35702","Oksanen, L.",2004,"The devil lies in details: reply to Stuart Hurlbert","Oikos","104","3","598-605"
"64124","Ma, S. and Swinton, S. M.",2011,"Valuation of ecosystem services from rural landscapes using agricultural land prices","Ecological Economics","70"," 9 ","1649-1659"
"51742","Huang, W. S.",2008,"Predation risk of whole-clutch filial cannibalism in a tropical skink with maternal care","Behavioral Ecology","19"," 6 ","1069-1074"
"53367","Zelenitsky, D. K., Therrien, F. and Kobayashi, Y.",2009,"Olfactory acuity in theropods: palaeobiological and evolutionary implications","Proceedings of the Royal Society B-Biological Sciences","276"," 1657 ","667-673"
"61728","Berg, M. P., Kiers, E. T., Driessen, G., van der Heijden, M., Kooi, B. W., Kuenen, F., Liefting, M., Verhoef, H. A. and Ellers, J.",2010,"Adapt or disperse: understanding species persistence in a changing world","Global Change Biology","16"," 2 ","587-598"
"71761","Vermeij, M. J. A., van der Heijden, R. A., Olthuis, J. G., Marhaver, K. L., Smith, J. E. and Visser, P. M.",2013,"Survival and dispersal of turf algae and macroalgae consumed by herbivorous coral reef fishes","Oecologia","171"," 2 ","417-425"
"47572","Jones, G. and Holderied, M. W.",2007,"Bat echolocation calls: adaptation and convergent evolution","Proceedings of the Royal Society B-Biological Sciences","274"," 1612 ","905-912"
"67898","Reader, H. E. and Miller, W. L.",2012,"Variability of carbon monoxide and carbon dioxide apparent quantum yield spectra in three coastal estuaries of the South Atlantic Bight","Biogeosciences","9"," 11 ","4279-4294"
"49497","Williams, A. P., Still, C. J., Fischer, D. T. and Leavitt, S. W.",2008,"The influence of summertime fog and overcast clouds on the growth of a coastal Californian pine: a tree-ring study","Oecologia","156"," 3 ","601-611"
"70085","Fela, J.",2012,"Ecuador's innovation for conservation","Frontiers in Ecology and the Environment","10"," 5 ","228-228"
"34825","Van Wilgen, B. W., Govender, N., Biggs, H. C., Ntsala, D. and Funda, X. N.",2004,"Response of Savanna fire regimes to changing fire-management policies in a large African National Park","Conservation Biology","18","6","1533-1540"
"51069","Maxwell, S. K., Wood, E. C. and Janus, A.",2008,"Comparison of the USGS 2001 NLCD to the 2002 USDA Census of Agriculture for the Upper Midwest United States","Agriculture Ecosystems & Environment","127"," 1-2 ","141-145"
"52014","Greve, M., Gaston, K. J., van Rensburg, B. J. and Chown, S. L.",2008,"Environmental factors, regional body size distributions and spatial variation in body size of local avian assemblages","Global Ecology and Biogeography","17"," 4 ","514-523"
"47430","Kopp, K. and Jokela, J.",2007,"Resistant invaders can convey benefits to native species","Oikos","116"," 2 ","295-301"
"43682","Jones, C. M. and Healy, S. D.",2006,"Differences in cue use and spatial memory in men and women","Proceedings of the Royal Society B-Biological Sciences","273","1598","2241-2247"
"50327","Rooney, N., McCann, K. S. and Moore, J. C.",2008,"A landscape theory for food web architecture","Ecology Letters","11"," 8 ","867-881"
"55700","Kearney, M. and Porter, W.",2009,"Mechanistic niche modelling: combining physiological and spatial data to predict species' ranges","Ecology Letters","12"," 4 ","334-350"
"63816","Moore, T. R., De Young, A., Bubier, J. L., Humphreys, E. R., Lafleur, P. M. and Roulet, N. T.",2011,"A Multi-Year Record of Methane Flux at the Mer Bleue Bog, Southern Canada","Ecosystems","14"," 4 ","646-657"
"53113","Becken, S. and Simmons, D.",2008,"Using the concept of yield to assess the sustainability of different tourist types","Ecological Economics","67"," 3 ","420-429"
"43429","Lee, S. L., Ng, K. K. S., Saw, L. G., Lee, C. T., Muhammad, N., Tani, N., Tsumura, Y. and Koskela, J.",2006,"Linking the gaps between conservation research and conservation management of rare dipterocarps: A case study of Shorea lumutensis","Biological Conservation","131","1","72-92"
"69578","Hice, L. A., Duffy, T. A., Munch, S. B. and Conover, D. O.",2012,"Spatial scale and divergent patterns of variation in adapted traits in the ocean","Ecology Letters","15"," 6 ","568-575"
"74247","Jiang, H., Deng, Q., Zhou, G., Hui, D., Zhang, D., Liu, S., Chu, G. and Li, J.",2013,"Responses of soil respiration and its temperature/moisture sensitivity to precipitation in three subtropical forests in southern China","Biogeosciences","10"," 6 ","3963-3982"
"40877","Cottingham, K. L., Lennon, J. T. and Brown, B. L.",2005,"Knowing when to draw the line: designing more informative ecological experiments","Frontiers in Ecology and the Environment","3","3","145-152"
"77234","Paine, R. T. and Comm, A. E.",2014,"American Society of Naturalists Honorary Lifetime Membership Awards","American Naturalist","183"," 6 ","Ii-Iii"
"74787","Glover, A. G., Wiklund, H., Taboada, S., Avila, C., Cristobo, J., Smith, C. R., Kemp, K. M., Jamieson, A. J. and Dahlgren, T. G.",2013,"Bone-eating worms from the Antarctic: the contrasting fate of whale and wood remains on the Southern Ocean seafloor","Proceedings of the Royal Society B-Biological Sciences","280"," 1768 ",""
"36859","Geedey, C. K. and Dudycha, J. L.",2004,"The stats guy","Frontiers in Ecology and the Environment","2","1","49-50"
"77165","Pino-Del-Carpio, A., Arino, A. H., Villarroya, A., Puig, J. and Miranda, R.",2014,"The biodiversity data knowledge gap: Assessing information loss in the management of Biosphere Reserves","Biological Conservation","173"," ","74-79"
"39967","Jenouvrier, S., Barbraud, C., Cazelles, B. and Weimerskirch, H.",2005,"Modelling population dynamics of seabirds: importance of the effects of climate fluctuations on breeding proportions","Oikos","108","3","511-522"
"74068","Kluen, E. and Brommer, J. E.",2013,"Context-specific repeatability of personality traits in a wild bird: a reaction-norm perspective","Behavioral Ecology","24"," 3 ","650-658"
"55456","Lebreton, J. D., Nichols, J. D., Barker, R. J., Pradel, R. and Spendelow, J. A.",2009,"Modeling Individual Animal Histories with Multistate Capture-Recapture Models","Advances in Ecological Research, Vol 41","41"," ","87-173"
"48680","Connor, K., Schaefer, G., Donahoo, J., Devall, M., Gardiner, E., Hawkins, T., Wilson, D., Schiff, N., Hamel, P. and Leininger, T.",2007,"Development, fatty acid composition, and storage of drupes and seeds from the endangered pondberry (Lindeya melissifolia)","Biological Conservation","137"," 4 ","489-496"
"35416","Retana, J., Pico, F. X. and Rodrigo, A.",2004,"Dual role of harvesting ants as seed predators and dispersers of a non-myrmechorous Mediterranean perennial herb","Oikos","105","2","377-385"
"70995","Bernard-Verdier, M., Navas, M. L., Vellend, M., Violle, C., Fayolle, A. and Garnier, E.",2012,"Community assembly along a soil depth gradient: contrasting patterns of plant trait convergence and divergence in a Mediterranean rangeland","Journal of Ecology","100"," 6 ","1422-1433"
"56625","Eilertsen, E. M., Bardsen, B. J., Liljedal, S., Rudolfsen, G. and Folstad, I.",2009,"Experimental evidence for paternal effects on offspring growth rate in Arctic charr (Salvelinus alpinus)","Proceedings of the Royal Society B-Biological Sciences","276"," 1654 ","129-136"
"65747","De Ornellas, P., Milner-Gulland, E. J. and Nicholson, E.",2011,"The impact of data realities on conservation planning","Biological Conservation","144"," 7 ","1980-1988"
"73029","Parlato, E. H. and Armstrong, D. P.",2013,"Predicting post-release establishment using data from multiple reintroductions","Biological Conservation","160"," ","97-104"
"76759","Szymkowiak, J., Skierczynski, M. and Kuczynski, L.",2014,"Are buntings good indicators of agricultural intensity?","Agriculture Ecosystems & Environment","188"," ","192-197"
"34582","Yoshioka, S. and Kinoshita, S.",2004,"Wavelength-selective and anisotropic light-diffusing scale on the wing of the Morpho butterfly","Proceedings of the Royal Society B-Biological Sciences","271","1539","581-587"
"76710","Trichard, A., Ricci, B., Ducourtieux, C. and Petit, S.",2014,"The spatio-temporal distribution of weed seed predation differs between conservation agriculture and conventional tillage","Agriculture Ecosystems & Environment","188"," ","40-47"
"36405","Kattan, G. H. and Franco, P.",2004,"Bird diversity along elevational gradients in the Andes of Colombia: area and mass effects","Global Ecology and Biogeography","13","5","451-458"
"62510","Vale, P. F., Wilson, A. J., Best, A., Boots, M. and Little, T. J.",2011,"Epidemiological, Evolutionary, and Coevolutionary Implications of Context-Dependent Parasitism","American Naturalist","177"," 4 ","510-521"
"54809","Nussey, D. H., Kruuk, L. E. B., Morris, A., Clements, M. N., Pemberton, J. M. and Clutton-Brock, T. H.",2009,"Inter- and Intrasexual Variation in Aging Patterns across Reproductive Traits in a Wild Red Deer Population","American Naturalist","174"," 3 ","342-357"
"51837","Henry, H. A. L., Brizgys, K. and Field, C. B.",2008,"Litter decomposition in a california annual grassland: Interactions between photodegradation and litter layer thickness","Ecosystems","11"," 4 ","545-554"
"66340","Berg, A., Ahrne, K., Ockinger, E., Svensson, R. and Soderstrom, B.",2011,"Butterfly distribution and abundance is affected by variation in the Swedish forest-farmland landscape","Biological Conservation","144"," 12 ","2819-2831"
"34608","Wu, D. X., Wang, G. X., Bai, Y. F. and Liao, J. X.",2004,"Effects of elevated CO2 concentration on growth, water use, yield and grain quality of wheat under two soil water levels","Agriculture Ecosystems & Environment","104","3","493-507"
"43088","Miller, C.",2006,"New climate partnership makes little difference","Frontiers in Ecology and the Environment","4","2","60-60"
"35192","Schmidt, V., Schaefer, H. M. and Winkler, H.",2004,"Conspicuousness, not colour as foraging cue in plant-animal signalling","Oikos","106","3","551-557"
"50302","Rowhani, P., Lepczyk, C. A., Linderman, M. A., Pidgeon, A. M., Radeloff, V. C., Culbert, P. D. and Lambin, E. F.",2008,"Variability in energy influences avian distribution patterns across the USA","Ecosystems","11"," 6 ","854-867"
"44713","Clifford, D. L., Mazet, J. A. K., Dubovi, E. J., Garcelon, D. K., Coonan, T. J., Conrad, P. A. and Munson, L.",2006,"Pathogen exposure in endangered island fox (Urocyon littoralis) populations: Implications for conservation management","Biological Conservation","131","2","230-243"
