"","Author","Year","Title","Journal","Volume","Issue","Pages"
"44912","Brown, D. R. and Sherry, T. W.",2006,"Food supply controls the body condition of a migrant bird wintering in the tropics","Oecologia","149","1","22-32"
"40285","Gray, E. R., Bloomfield, L. L., Ferrey, A., Spetch, M. L. and Sturdy, C. B.",2005,"Spatial encoding in mountain chickadees: features overshadow geometry","Biology Letters","1","3","314-317"
"78408","Cornwell, W. K. and Weedon, J. T.",2014,"Decomposition trajectories of diverse litter types: a model selection analysis","Methods in Ecology and Evolution","5"," 2 ","173-182"
"61269","Connallon, T.",2010,"Genic Capture, Sex Linkage, and the Heritability of Fitness","American Naturalist","175"," 5 ","564-576"
"23833","Balaguer, L., Manrique, E., de los Rios, A., Ascaso, C., Palmqvist, K., Fordham, M. and Barnes, J. D.",1999,"Long-term responses of the green-algal lichen Parmelia caperata to natural CO2 enrichment","Oecologia","119","2","166-174"
"5600","Hansson, L.",1988,"Grazing Impact by Small Rodents in a Steep Cyclicity Gradient","Oikos","51","1","31-42"
"12389","Aaviksoo, K.",1993,"Changes of Plant Cover and Land-Use Types (1950s to 1980s) in 3 Mire Reserves and Their Neighborhood in Estonia","Landscape Ecology","8","4","287-301"
"46767","Nixon, S. W., Buckley, B. A., Granger, S. L., Entsua-Mensah, M., Ansa-Asare, O., White, M. J., McKinney, R. A. and Mensah, E.",2007,"Anthropogenic enrichment and nutrients in some tropical lagoons of Ghana, West Africa","Ecological Applications","17"," 5 ","S144-S164"
"77175","Phelps, J., Carrasco, L. R. and Webb, E. L.",2014,"A Framework for Assessing Supply-Side Wildlife Conservation","Conservation Biology","28"," 1 ","244-257"
"44053","Groffman, P., Baron, J., Blett, T., Gold, A., Goodman, I., Gunderson, L., Levinson, B., Palmer, M., Paerl, H., Peterson, G., Poff, N., Rejeski, D., Reynolds, J., Turner, M., Weathers, K. and Wiens, J.",2006,"Ecological thresholds: The key to successful environmental management or an important concept with no practical application?","Ecosystems","9","1","Jan-13"
"33452","Hall, S. J. and Matson, P. A.",2003,"Nutrient status of tropical rain forests influences soil N dynamics after N additions","Ecological Monographs","73","1","107-129"
"46311","Rooney, T. P., Olden, J. D., Leach, M. K. and Rogers, D. A.",2007,"Biotic homogenization and conservation prioritization","Biological Conservation","134"," 3 ","447-450"
"47266","Light, T. and Marchetti, M. P.",2007,"Distinguishing between invasions and habitat changes as drivers of diversity loss among California's freshwater fishes","Conservation Biology","21"," 2 ","434-446"
"68167","Parsons, K. J., Marquez, E. and Albertson, R. C.",2012,"Constraint and Opportunity: The Genetic Basis and Evolution of Modularity in the Cichlid Mandible","American Naturalist","179"," 1 ","64-78"
"46379","Rickard, I. J., Russell, A. F. and Lummaa, V.",2007,"Producing sons reduces lifetime reproductive success of subsequent offspring in pre-industrial Finns","Proceedings of the Royal Society B-Biological Sciences","274"," 1628 ","2981-2988"
"71951","Tinner, W., Colombaroli, D., Heiri, O., Henne, P. D., Steinacher, M., Untenecker, J., Vescovi, E., Allen, J. R. M., Carraro, G., Conedera, M., Joos, F., Lotter, A. F., Luterbacher, J., Samartin, S. and Valsecchi, V.",2013,"The past ecology of Abies alba provides new perspectives on future responses of silver fir forests to global warming","Ecological Monographs","83"," 4 ","419-439"
"38267","Trewhella, W. J., Rodriguez-Clark, K. M., Corp, N., Entwistle, A., Garrett, S. R. T., Granek, E., Lengel, K. L., Raboude, M. J., Reason, P. F. and Sewall, B. J.",2005,"Environmental education as a component of multidisciplinary conservation programs: Lessons from conservation initiatives for critically endangered fruit bats in the western Indian Ocean","Conservation Biology","19","1","75-85"
"28620","Brooker, R. W., Carlsson, B. A. and Callaghan, T. V.",2001,"Carex bigelowii Torrey ex Schweinitz (C-rigida Good., non Schrank; C-hyperborea Drejer)","Journal of Ecology","89","6","1072-1095"
"9850","Rees, M. and Brown, V. K.",1992,"Interactions between Invertebrate Herbivores and Plant Competition","Journal of Ecology","80","2","353-360"
"6584","Haase, G.",1989,"Medium scale landscape classification in the German Democratic Republic","Landscape Ecology","3","1","29-41"
"4384","Osmond, C. B., Smith, S. D., Guiying, B. and Sharkey, T. D.",1987,"Stem Photosynthesis in a Desert Ephemeral, Eriogonum-Inflatum - Characterization of Leaf and Stem Co2 Fixation and H2o Vapor Exchange under Controlled Conditions","Oecologia","72","4","542-549"
"69594","Herfindal, I., Drever, M. C., Hogda, K. A., Podruzny, K. M., Nudds, T. D., Grotan, V. and Saether, B. E.",2012,"Landscape heterogeneity and the effect of environmental conditions on prairie wetlands","Landscape Ecology","27"," 10 ","1435-1450"
"69738","Guerrero, I., Morales, M. B., Onate, J. J., Geiger, F., Berendse, F., de Snoo, G., Eggers, S., Part, T., Bengtsson, J., Clement, L. W., Weisser, W. W., Olszewski, A., Ceryngier, P., Hawro, V., Liira, J., Aavik, T., Fischer, C., Flohre, A., Thies, C. and Tscharntke, T.",2012,"Response of ground-nesting farmland birds to agricultural intensification across Europe: Landscape and field level management factors","Biological Conservation","152"," ","74-80"
"41950","Thomsen, M. A., D'Antonio, C. M., Suttle, K. B. and Sousa, W. P.",2006,"Ecological resistance, seed density and their interactions determine patterns of invasion in a California coastal grassland","Ecology Letters","9","2","160-170"
"68152","Paul, B. K., Lubbers, I. M. and van Groenigen, J. W.",2012,"Residue incorporation depth is a controlling factor of earthworm-induced nitrous oxide emissions","Global Change Biology","18"," 3 ","1141-1151"
"25378","Illius, A. W. and O'connor, T. G.",2000,"Resource heterogeneity and ungulate population dynamics","Oikos","89","2","283-294"
"6375","Mckenzie, N. L., Belbin, L., Margules, C. R. and Keighery, G. J.",1989,"Selecting Representative Reserve Systems in Remote Areas - a Case-Study in the Nullarbor Region, Australia","Biological Conservation","50"," 1-4 ","239-261"
"8375","Soule, M. E.",1991,"The 2 Point 5 Society","Conservation Biology","5","2","255-255"
"62419","Vierling, L. A., Martinuzzi, S., Asner, G. P., Stoker, J. and Johnson, B. R.",2011,"LiDAR: providing structure","Frontiers in Ecology and the Environment","9"," 5 ","261-262"
"11621","Lawrence, G. B. and Fernandez, I. J.",1993,"A Reassessment of Areal Variability of Throughfall Deposition Measurements","Ecological Applications","3","3","473-480"
"75663","Chang, F. H., Marquis, E. C., Chang, C. W., Gong, G. C. and Hsieh, C. H.",2013,"Scaling of growth rate and mortality with size and its consequence on size spectra of natural microphytoplankton assemblages in the East China Sea","Biogeosciences","10"," 8 ","5267-5280"
"56776","Dauer, J. T., Luschei, E. C. and Mortensen, D. A.",2009,"Effects of landscape composition on spread of an herbicide-resistant weed","Landscape Ecology","24"," 6 ","735-747"
"68650","Martinez-Vilalta, J., Lloret, F. and Breshears, D. D.",2012,"Drought-induced forest decline: causes, scope and implications","Biology Letters","8"," 5 ","689-691"
"2050","Kiester, A. R., Lande, R. and Schemske, D. W.",1984,"Models of Coevolution and Speciation in Plants and Their Pollinators","American Naturalist","124","2","220-243"
"39101","Partel, M., Kalamees, R., Reier, U., Tuvi, E. L., Roosaluste, E., Vellak, A. and Zobel, M.",2005,"Grouping and prioritization of vascular plant species for conservation: combining natural rarity and management need","Biological Conservation","123","3","271-278"
"20420","Loreau, M.",1998,"Ecosystem development explained by competition within and between material cycles","Proceedings of the Royal Society B-Biological Sciences","265","1390","33-38"
"35993","McAdam, A. G. and Boutin, S.",2004,"Maternal effects and the response to selection in red squirrels","Proceedings of the Royal Society B-Biological Sciences","271","1534","75-79"
"20496","Larsen, C. P. S. and MacDonald, G. M.",1998,"Fire and vegetation dynamics in a jack pine and black spruce forest reconstructed using fossil pollen and charcoal","Journal of Ecology","86","5","815-828"
"8996","Hester, A. J., Miles, J. and Gimingham, C. H.",1991,"Succession from Heather Moorland to Birch Woodland .1. Experimental Alteration of Specific Environmental-Conditions in the Field","Journal of Ecology","79","2","303-315"
"74996","Foote, A. D., Newton, J., Avila-Arcos, M. C., Kampmann, M. L., Samaniego, J. A., Post, K., Rosing-Asvid, A., Sinding, M. H. S. and Gilbert, M. T. P.",2013,"Tracking niche variation over millennial timescales in sympatric killer whale lineages","Proceedings of the Royal Society B-Biological Sciences","280"," 1768 ",""
"63128","Ross, N. J.",2011,"Modern tree species composition reflects ancient Maya ""forest gardens"" in northwest Belize","Ecological Applications","21"," 1 ","75-84"
"64285","Lee, H., Schuur, E. G., Vogel, J. G., Lavoie, M., Bhadra, D. and Staudhammer, C. L.",2011,"A spatially explicit analysis to extrapolate carbon fluxes in upland tundra where permafrost is thawing","Global Change Biology","17"," 3 ","1379-1393"
"2207","Eshel, I. and Feldman, M. W.",1984,"Initial Increase of New Mutants and Some Continuity Properties of Ess in 2-Locus Systems","American Naturalist","124","5","631-640"
"6367","Meentemeyer, V.",1989,"Geographical perspectives of space, time, and scale","Landscape Ecology","3"," 3-4 ","163-173"
"77198","Peck, R. M.",2014,"Ruth Patrick (1907-2013) In Memoriam","American Naturalist","183"," 2 ",""
"12045","Eivazi, F. and Zakaria, A.",1993,"Beta-Glucosidase Activity in Soils Amended with Sewage-Sludge","Agriculture Ecosystems & Environment","43","2","155-161"
"57830","Willson, J. D., Winne, C. T., Pilgrim, M. A., Romanek, C. S. and Gibbons, J. W.",2010,"Seasonal variation in terrestrial resource subsidies influences trophic niche width and overlap in two aquatic snake species: a stable isotope approach","Oikos","119"," 7 ","1161-1171"
"43753","Isler, K. and van Schaik, C. P.",2006,"Metabolic costs of brain size evolution","Biology Letters","2","4","557-560"
"26189","Borgia, G. and Coleman, S. W.",2000,"Co-option of male courtship signals from aggressive display in bowerbirds","Proceedings of the Royal Society B-Biological Sciences","267","1454","1735-1740"
"11860","Hamel, P. B., Smith, W. P. and Wahl, J. W.",1993,"Wintering Bird Populations of Fragmented Forest Habitat in the Central Basin, Tennessee","Biological Conservation","66","2","107-115"
"5289","Peters, R. H., Cloutier, S., Dube, D., Evans, A., Hastings, P., Kaiser, H., Kohn, D. and Sarwerfoner, B.",1988,"The Allometry of the Weight of Fruit on Trees and Shrubs in Barbados","Oecologia","74","4","612-616"
"72371","Sepil, I., Lachish, S., Hinks, A. E. and Sheldon, B. C.",2013,"Mhc supertypes confer both qualitative and quantitative resistance to avian malaria infections in a wild bird population","Proceedings of the Royal Society B-Biological Sciences","280"," 1759 ",""
"62976","Schotthoefer, A. M., Rohr, J. R., Cole, R. A., Koehler, A. V., Johnson, C. M., Johnson, L. B. and Beasley, V. R.",2011,"Effects of wetland vs. landscape variables on parasite communities of Rana pipiens: links to anthropogenic factors","Ecological Applications","21"," 4 ","1257-1271"
"38001","Wilson, R. J., Gutierrez, D., Gutierrez, J., Martinez, D., Agudo, R. and Monserrat, V. J.",2005,"Changes to the elevational limits and extent of species ranges associated with climate change","Ecology Letters","8","11","1138-1146"
"17898","Sites, J. W. and Crandall, K. A.",1997,"Testing species boundaries in biodiversity studies","Conservation Biology","11","6","1289-1297"
"76638","Vincent, G., Sabatier, D. and Rutishauser, E.",2014,"Revisiting a universal airborne light detection and ranging approach for tropical forest carbon mapping: scaling-up from tree to stand to landscape","Oecologia","175"," 2 ","439-443"
"78861","Abalos, D., De Deyn, G. B., Kuyper, T. W. and van Groenigen, J. W.",2014,"Plant species identity surpasses species richness as a key driver of N2O emissions from grassland","Global Change Biology","20"," 1 ","265-275"
"15136","Frelich, L. E. and Reich, P. B.",1995,"Spatial Patterns and Succession in a Minnesota Southern-Boreal Forest","Ecological Monographs","65","3","325-346"
"66434","Barbier, E. B., Hacker, S. D., Kennedy, C., Koch, E. W., Stier, A. C. and Silliman, B. R.",2011,"The value of estuarine and coastal ecosystem services","Ecological Monographs","81"," 2 ","169-193"
"6746","Dale, V. H., Gardner, R. H. and Turner, M. G.",1989,"Predicting Across Scales Comments of the Guest Editors of Landscape Ecology","Landscape Ecology","3"," 3-4 ","147-151"
"24322","Smith, H.",2000,"The status and conservation of the fen raft spider (Dolomedes plantarius) at Redgrave and Lopham Fen National Nature Reserve, England","Biological Conservation","95","2","153-164"
"37438","Canbolat, A. F.",2004,"A review of sea turtle nesting activity along the Mediterranean coast of Turkey","Biological Conservation","116","1","81-91"
"52436","Duncan, D. H., Dorrough, J., White, M. and Moxham, C.",2008,"Blowing in the wind? Nutrient enrichment of remnant woodlands in an agricultural landscape","Landscape Ecology","23"," 1 ","107-119"
"26212","Blomqvist, M. M., Olff, H., Blaauw, M. B., Bongers, T. and van der Putten, W. H.",2000,"Interactions between above- and belowground biota: importance for small-scale vegetation mosaics in a grassland ecosystem","Oikos","90","3","582-598"
"20345","McKone, M. J., Kelly, D. and Lee, W. G.",1998,"Effect of climate change on mast-seeding species: frequency of mass flowering and escape from specialist insect seed predators","Global Change Biology","4","6","591-596"
"35538","Pineda, E. and Halffter, G.",2004,"Species diversity and habitat fragmentation: frogs in a tropical montane landscape in Mexico","Biological Conservation","117","5","499-508"
"53154","Barrett, K. and Guyer, C.",2008,"Differential responses of amphibians and reptiles in riparian and stream habitats to land use disturbances in western Georgia, USA","Biological Conservation","141"," 9 ","2290-2300"
"33030","Korner, C.",2003,"Carbon limitation in trees","Journal of Ecology","91","1","Apr-17"
"7104","Tollner, E. W., Calvert, G. V. and Langdale, G.",1990,"Animal Trampling Effects on Soil Physical-Properties of 2 Southeastern United-States Ultisols","Agriculture Ecosystems & Environment","33","1","75-87"
"39959","Jeyasingh, P. D. and Weider, L. J.",2005,"Phosphorus availability mediates plasticity in life-history traits and predator-prey interactions in Daphnia","Ecology Letters","8","10","1021-1028"
"69711","Habets, M. G. J. L. and Brockhurst, M. A.",2012,"Therapeutic antimicrobial peptides may compromise natural immunity","Biology Letters","8"," 3 ","416-418"
"67377","Srivastava, A. K., Gaiser, T., Paeth, H. and Ewert, F.",2012,"The impact of climate change on Yam (Dioscorea alata) yield in the savanna zone of West Africa","Agriculture Ecosystems & Environment","153"," ","57-64"
"24090","Verchot, L. V., Davidson, E. A., Cattanio, J. H. and Ackerman, I. L.",2000,"Land-use change and biogeochemical controls of methane fluxes in soils of eastern Amazonia","Ecosystems","3","1","41-56"
"14508","Oleksyn and Reich",1995,"Environmental Degradation and Biodiversity in Poland (Vol 8, Pg 956, 1994)","Conservation Biology","9","2","U472-U472"
"8797","Livingston, R. J.",1991,"Historical Relationships between Research and Resource-Management in the Apalachicola River Estuary","Ecological Applications","1","4","361-382"
"73728","Llop, M.",2013,"Water reallocation in the input-output model","Ecological Economics","86"," ","21-27"
"75114","Evans, S. E. and Burke, I. C.",2013,"Carbon and Nitrogen Decoupling Under an 11-Year Drought in the Shortgrass Steppe (vol 16, pg 20, 2013)","Ecosystems","16"," 4 ","704-705"
"58872","Rao, L. E. and Allen, E. B.",2010,"Combined effects of precipitation and nitrogen deposition on native and invasive winter annual production in California deserts","Oecologia","162"," 4 ","1035-1046"
"29000","Vonesh, J. R. and De la Cruz, O.",2002,"Complex life cycles and density dependence: assessing the contribution of egg mortality to amphibian declines","Oecologia","133","3","325-333"
"26501","Weeks, A. R. and Breeuwer, J. A. J.",2001,"Wolbachia-induced parthenogenesis in a genus of phytophagous mites","Proceedings of the Royal Society B-Biological Sciences","268","1482","2245-2251"
"46315","Roman-Cuesta, R. M.",2007,"Environmental and human factors influencing fire trends in ENSO and non-ENSO years in tropical Mexico (vol 13, pg 1177, 2003)","Ecological Applications","17"," 5 ","1555-1555"
"17544","Aguiar, J. M.",1996,"Are the naturalists dying off?","Conservation Biology","10","4","924-925"
"6684","Elberse, W. T. and Breman, H.",1989,"Germination and Establishment of Sahelian Rangeland Species .1. Seed Properties","Oecologia","80","4","477-484"
"43866","Hierro, J. L., Villarreal, D., Eren, O., Graham, J. M. and Callaway, R. M.",2006,"Disturbance facilitates invasion: The effects are stronger abroad than at home","American Naturalist","168","2","144-156"
"2333","Borsheim, K. Y.",1984,"Clearance Rates of Bacteria-Sized Particles by Fresh-Water Ciliates, Measured with Monodisperse Fluorescent Latex Beads","Oecologia","63","2","286-288"
"19306","Bowen, L. and VanVuren, D.",1997,"Insular endemic plants lack defenses against herbivores","Conservation Biology","11","5","1249-1254"
"69315","Jones, C., Barron, M., Warburton, B., Coleman, M., Lyver, P. O. and Nugent, G.",2012,"Serving two masters: Reconciling economic and biodiversity outcomes of brushtail possum (Trichosurus vulpecula) fur harvest in an indigenous New Zealand forest","Biological Conservation","153"," ","143-152"
"26838","Schwartz, M. W. and Simberloff, D.",2001,"Taxon size predicts rates of rarity in vascular plants","Ecology Letters","4","5","464-469"
"23714","Bouchet, P., Falkner, G. and Seddon, M. B.",1999,"Lists of protected land and freshwater molluscs in the Bern Convention and European Habitats Directive: are they relevant to conservation?","Biological Conservation","90","1","21-31"
"68478","Miller, T. J., Quintana-Ascencio, P. F., Maliakal-Witt, S. and Menges, E. S.",2012,"Metacommunity Dynamics Over 16 Years in a Pyrogenic Shrubland","Conservation Biology","26"," 2 ","357-366"
"11368","Parker, G. A.",1993,"Sperm Competition Games - Sperm Size and Sperm Number under Adult Control","Proceedings of the Royal Society B-Biological Sciences","253","1338","245-254"
"69912","Gasparatos, A. and Scolobig, A.",2012,"Choosing the most appropriate sustainability assessment tool","Ecological Economics","80"," ","1-7"
"11939","Geiger, S. C. and Manu, A.",1993,"Soil Surface Characteristics and Variability in the Growth of Millet in the Plateau and Valley Region of Western Niger","Agriculture Ecosystems & Environment","45"," 3-4 ","203-211"
"66703","Zamorano-Elgueta, C., Cayuela, L., Gonzalez-Espinosa, M., Lara, A. and Parra-Vazquez, M. R.",2012,"Impacts of cattle on the South American temperate forests: Challenges for the conservation of the endangered monkey puzzle tree (Araucaria araucana) in Chile","Biological Conservation","152"," ","110-118"
"62693","Sutherland, W. J., Fleishman, E., Mascia, M. B., Pretty, J. and Rudd, M. A.",2011,"Methods for collaboratively identifying research priorities and emerging issues in science and policy","Methods in Ecology and Evolution","2"," 3 ","238-247"
"22246","Quinn, T. P. and Kinnison, M. T.",1999,"Size-selective and sex-selective predation by brown bears on sockeye salmon","Oecologia","121","2","273-282"
"66531","Anten, N. P. R. and During, H. J.",2011,"Is analysing the nitrogen use at the plant canopy level a matter of choosing the right optimization criterion?","Oecologia","167"," 2 ","293-303"
"16216","Proulx, M., Pick, F. R., Mazumder, A., Hamilton, P. B. and Lean, D. R. S.",1996,"Experimental evidence for interactive impacts of human activities on lake algal species richness","Oikos","76","1","191-195"
"17851","Stanton, M. L. and Galen, C.",1997,"Life on the edge: Adaptation versus environmentally mediated gene flow in the snow buttercup, Ranunculus adoneus","American Naturalist","150","2","143-178"
"12825","Ranker, T. A.",1994,"Evolution of High Genetic-Variability in the Rare Hawaiian Fern Adenophorus-Periens and Implications for Conservation Management","Biological Conservation","70","1","19-24"
"38848","Rex, M. A., McClain, C. R., Johnson, N. A., Etter, R. J., Allen, J. A., Bouchet, P. and Waren, A.",2005,"A source-sink hypothesis for abyssal biodiversity","American Naturalist","165","2","163-178"
"26255","Bell, G., Lechowicz, M. J. and Waterway, M. J.",2000,"Environmental heterogeneity and species diversity of forest sedges","Journal of Ecology","88","1","67-87"
"52066","Gomez-Aparicio, L. and Canham, C. D.",2008,"Neighbourhood analyses of the allelopathic effects of the invasive tree Ailanthus altissima in temperate forests","Journal of Ecology","96"," 3 ","447-458"
"30099","Lee, C. T., Wickneswari, R., Mahani, M. C. and Zakri, A. H.",2002,"Effect of selective logging on the genetic diversity of Scaphium macropodum","Biological Conservation","104","1","107-118"
"24069","Waddington, J. M. and Roulet, N. T.",2000,"Carbon balance of a boreal patterned peatland","Global Change Biology","6","1","87-97"
"42696","Peterson, M. N., Peterson, M. J. and Peterson, T. R.",2006,"Why conservation needs dissent","Conservation Biology","20","2","576-578"
"19758","Suarez, N., Sobrado, M. A. and Medina, E.",1998,"Salinity effects on the leaf water relations components and ion accumulation patterns in Avicennia germinans (L.) L. seedlings","Oecologia","114","3","299-304"
"43279","MacMillan, D., Hanley, N. and Lienhoop, N.",2006,"Contingent valuation: Environmental polling or preference engine?","Ecological Economics","60","1","299-307"
"14878","Johnson, P. A., Lenski, R. E. and Hoppensteadt, F. C.",1995,"Theoretical-Analysis of Divergence in Mean Fitness between Initially Identical Populations","Proceedings of the Royal Society B-Biological Sciences","259","1355","125-130"
"21404","Bottenberg, H., Tamo, M. and Singh, B. B.",1998,"Occurrence of phytophagous insects on wild Vigna sp. and cultivated cowpea: comparing the relative importance of host-plant resistance and millet intercropping","Agriculture Ecosystems & Environment","70"," 2-3 ","217-229"
"13621","Devisser, J. A. G. M., Termaat, A. and Zonneveld, C.",1994,"Energy Budgets and Reproductive Allocation in the Simultaneous Hermaphrodite Pond Snail, Lymnaea-Stagnalis (L) - a Trade-Off between Male and Female Function","American Naturalist","144","5","861-867"
"48964","Botha-Brink, J. and Modesto, S. P.",2007,"A mixed-age classed 'pelycosaur' aggregation from South Africa: earliest evidence of parental care in amniotes?","Proceedings of the Royal Society B-Biological Sciences","274"," 1627 ","2829-2834"
"13924","Alibert, P., Renaud, S., Dod, B., Bonhomme, F. and Auffray, J. C.",1994,"Fluctuating Asymmetry in the Mus Musculus Hybrid Zone - a Heterotic Effect in Disrupted Co-Adapted Genomes","Proceedings of the Royal Society B-Biological Sciences","258","1351","53-59"
"73853","Legagneux, P. and Ducatez, S.",2013,"European birds adjust their flight initiation distance to road speed limits (vol 9, 20130417, 2013)","Biology Letters","9"," 5 ",""
"58899","Rabanal, L. I., Kuehl, H. S., Mundry, R., Robbins, M. M. and Boesch, C.",2010,"Oil prospecting and its impact on large rainforest mammals in Loango National Park, Gabon","Biological Conservation","143"," 4 ","1017-1024"
"48146","Gardner, T. A., Ribeiro-Junior, M. A., Barlow, J., Cristina, T., Avila-Pires, S., Hoogmoed, M. S. and Peres, C. A.",2007,"The value of primary, secondary, and plantation forests for a neotropical herpetofauna","Conservation Biology","21"," 3 ","775-787"
"17098","Euler, M. and Baldwin, I. T.",1996,"The chemistry of defense and apparency in the corollas of Nicotiana attenuata","Oecologia","107","1","102-112"
"6760","Cova, D., Rossini, L., Natali, P., Trevisan, M. and Delre, A. A. M.",1989,"Assessment of the Toxicological Risk of Pesticides and Its Correlation to the Physicochemical Characteristics and Tissue Distribution","Agriculture Ecosystems & Environment","27"," 1-4 ","531-537"
"41848","van de Pol, M. and Verhulst, S.",2006,"Age-dependent traits: A new statistical model to separate within- and between-individual effects","American Naturalist","167","5","766-773"
"59755","Linklater, W. L.",2010,"Distress - An underutilised concept in conservation and missing from Busch and Hayward (2009)","Biological Conservation","143"," 5 ","1037-1038"
"33612","Gardner, P. P., Holland, B. R., Moulton, V., Hendy, M. and Penny, D.",2003,"Optimal alphabets for an RNA world","Proceedings of the Royal Society B-Biological Sciences","270","1520","1177-1182"
"60725","Fulton, T. L. and Strobeck, C.",2010,"Multiple markers and multiple individuals refine true seal phylogeny and bring molecules and morphology back in line","Proceedings of the Royal Society B-Biological Sciences","277"," 1684 ","1065-1070"
"13529","Fojt, W. J.",1994,"Dehydration and the Threat to East Anglian Fens, England","Biological Conservation","69","2","163-175"
"30245","Kalinowski, S. T. and Waples, R. S.",2002,"Relationship of effective to census size in fluctuating populations","Conservation Biology","16","1","129-136"
"14461","Pellmyr, O.",1995,"Windows of Fruit Production in Yuccas - No - a Critique of James Et-Al","Oikos","72","1","145-147"
"40523","Field, I. C., Bradshaw, C. J. A., Burton, H. R., Sumner, M. D. and Hindell, M. A.",2005,"Resource partitioning through oceanic segregation of foraging juvenile southern elephant seals (Mirounga leonina)","Oecologia","142","1","127-135"
"71492","Wuttig, K., Wagener, T., Bressac, M., Dammshauser, A., Streu, P., Guieu, C. and Croot, P. L.",2013,"Impacts of dust deposition on dissolved trace metal concentrations (Mn, Al and Fe) during a mesocosm experiment","Biogeosciences","10"," 4 ","2583-2600"
"37826","Andresen, E. and Levey, D. J.",2004,"Effects of dung and seed size on secondary dispersal, seed predation, and seedling establishment of rain forest trees","Oecologia","139","1","45-54"
"3944","Demott, W. R.",1986,"The Role of Taste in Food Selection by Fresh-Water Zooplankton","Oecologia","69","3","334-340"
"30902","Dalen, L., Gotherstrom, A., Tannerfeldt, M. and Angerbjorn, A.",2002,"Is the endangered Fennoscandian arctic fox (Alopex lagopus) population genetically isolated?","Biological Conservation","105","2","171-178"
"42911","Nicklen, E. F. and Wagner, D.",2006,"Conflict resolution in an ant-plant interaction: Acacia constricta traits reduce ant costs to reproduction","Oecologia","148","1","81-87"
"63959","McNamara, J. M., Barta, Z., Klaassen, M. and Bauer, S.",2011,"Cues and the optimal timing of activities under environmental changes","Ecology Letters","14"," 12 ","1183-1190"
"3271","Woodward, B. D.",1986,"Paternal Effects on Juvenile Growth in Scaphiopus-Multiplicatus (the New-Mexico Spadefoot Toad)","American Naturalist","128","1","58-65"
"59000","Pike, T. W., Blount, J. D., Lindstrom, J. and Metcalfe, N. B.",2010,"Dietary carotenoid availability, sexual signalling and functional fertility in sticklebacks","Biology Letters","6"," 2 ","191-193"
