"","Author","Year","Title","Journal","Volume","Issue","Pages"
"52143","Gattermann, R., Johnston, R. E., Yigit, N., Fritzsche, P., Larimer, S., Ozkurt, S., Neumann, K., Song, Z., Colak, E., Johnston, J. and McPhee, M. E.",2008,"Golden hamsters are nocturnal in captivity but diurnal in nature","Biology Letters","4"," 3 ","253-255"
"38647","Schnitzer, S. A.",2005,"A mechanistic explanation for global patterns of liana abundance and distribution","American Naturalist","166","2","262-276"
"63358","Possell, M. and Hewitt, C. N.",2011,"Isoprene emissions from plants are mediated by atmospheric CO2 concentrations","Global Change Biology","17"," 4 ","1595-1610"
"36579","Hokka, V., Mikola, J., Vestberg, M. and Setala, H.",2004,"Interactive effects of defoliation and an AM fungus on plants and soil organisms in experimental legume-grass communities","Oikos","106","1","73-84"
"59443","Meyer, J. L., Frumhoff, P. C., Hamburg, S. P. and de la Rosa, C.",2010,"Above the din but in the fray: environmental scientists as effective advocates","Frontiers in Ecology and the Environment","8"," 6 ","299-305"
"52710","Clark, R., Brown, S. M., Collins, S. C., Jiggins, C. D., Heckel, D. G. and Vogler, A. P.",2008,"Colour pattern specification in the Mocker swallowtail Papilio dardanus: the transcription factor invected is a candidate for the mimicry locus H","Proceedings of the Royal Society B-Biological Sciences","275"," 1639 ","1181-1188"
"68559","Mech, L. D.",2012,"Is science in danger of sanctifying the wolf?","Biological Conservation","150"," 1 ","143-149"
"58795","Ries, J. B.",2010,"Review: geological and experimental evidence for secular variation in seawater Mg/Ca (calcite-aragonite seas) and its effects on marine biological calcification","Biogeosciences","7"," 9 ","2795-2849"
"40870","Cowlishaw, G., Mendelson, S. and Rowcliffe, J. M.",2005,"Structure and operation of a bushmeat commodity chain in southwestern Ghana","Conservation Biology","19","1","139-149"
"39022","Pieterse, N. M., de Venterink, H., Schot, P. P. and Verkroost, A. W. M.",2005,"Is nutrient contamination of groundwater causing eutrophication of groundwater-fed meadows?","Landscape Ecology","20","6","743-753"
"59446","Metsaranta, J. M. and Lieffers, V. J.",2010,"Patterns of inter-annual variation in the size asymmetry of growth in Pinus banksiana","Oecologia","163"," 3 ","737-745"
"57892","Weeks, R., Russ, G. R., Bucol, A. A. and Alcala, A. C.",2010,"Shortcuts for marine conservation planning: The effectiveness of socioeconomic data surrogates","Biological Conservation","143"," 5 ","1236-1244"
"78666","Bird, T. J., Bates, A. E., Lefcheck, J. S., Hill, N. A., Thomson, R. J., Edgar, G. J., Stuart-Smith, R. D., Wotherspoon, S., Krkosek, M., Stuart-Smith, J. F., Pecl, G. T., Barrett, N. and Frusher, S.",2014,"Statistical solutions for error and bias in global citizen science datasets","Biological Conservation","173"," ","144-154"
"55347","Logue, D. M., Mishra, S., McCaffrey, D., Ball, D. and Cade, W. H.",2009,"A behavioral syndrome linking courtship behavior toward males and females predicts reproductive success from a single mating in the hissing cockroach, Gromphadorhina portentosa","Behavioral Ecology","20"," 4 ","781-788"
"55540","Kuosmanen, T., Bijsterbosch, N. and Dellink, R.",2009,"Environmental cost-benefit analysis of alternative timing strategies in greenhouse gas abatement: A data envelopment analysis approach","Ecological Economics","68"," 6 ","1633-1642"
"62055","Zitske, B. P., Betts, M. G. and Diamond, A. W.",2011,"Negative Effects of Habitat Loss on Survival of Migrant Warblers in a Forest Mosaic","Conservation Biology","25"," 5 ","993-1001"
"42786","Pagel, M. and Meade, A.",2006,"Bayesian analysis of correlated evolution of discrete characters by reversible-jump Markov chain Monte Carlo","American Naturalist","167","6","808-825"
"66385","Bazelet, C. S. and Samways, M. J.",2011,"Relative importance of management vs. design for implementation of large-scale ecological networks","Landscape Ecology","26"," 3 ","341-353"
"39561","Mainali, K. P.",2005,"Decimation of Nepal's medicinal plants","Frontiers in Ecology and the Environment","3","6","300-300"
"48921","Britton, A. and Fisher, J.",2007,"NP stoichiometry of low-alpine heathland: Usefulness for bio-monitoring and prediction of pollution impacts","Biological Conservation","138"," 1-2 ","100-108"
"78357","Davies, N., Gramotnev, G., Seabrook, L., McAlpine, C., Baxter, G., Lunney, D. and Bradley, A.",2014,"Climate-driven changes in diet composition and physiological stress in an arboreal folivore at the semi-arid edge of its distribution","Biological Conservation","172"," ","80-88"
"69946","Galbreath, K. E. and Hoberg, E. P.",2012,"Return to Beringia: parasites reveal cryptic biogeographic history of North American pikas","Proceedings of the Royal Society B-Biological Sciences","279"," 1727 ","371-378"
"36648","Heegaard, E.",2004,"Trends in aquatic macrophyte species turnover in Northern Ireland - which factors determine the spatial distribution of local species turnover?","Global Ecology and Biogeography","13","5","397-408"
"65742","de Silva, S., Ranjeewa, A. D. G. and Weerakoon, D.",2011,"Demography of Asian elephants (Elephas maximus) at Uda Walawe National Park, Sri Lanka based on identified individuals","Biological Conservation","144"," 5 ","1742-1752"
"55093","Menge, D. N. L., Pacala, S. W. and Hedin, L. O.",2009,"Emergence and Maintenance of Nutrient Limitation over Multiple Timescales in Terrestrial Ecosystems","American Naturalist","173"," 2 ","164-175"
"39711","Le Galliard, J. F., Ferriere, R. and Dieckmann, U.",2005,"Adaptive evolution of social traits: Origin, trajectories, and correlations of altruism and mobility","American Naturalist","165","2","206-224"
"58930","Price, J. N., Wright, B. R., Gross, C. L. and Whalley, W. R. D. B.",2010,"Comparison of seedling emergence and seed extraction techniques for estimating the composition of soil seed banks","Methods in Ecology and Evolution","1"," 2 ","151-157"
"36138","Loik, M. E., Breshears, D. D., Lauenroth, W. K. and Belnap, J.",2004,"A multi-scale perspective of water pulses in dryland ecosystems: climatology and ecohydrology of the western USA","Oecologia","141","2","269-281"
"50456","Rasmussen, H. B., Okello, J. B. A., Wittemyer, G., Siegismund, H. R., Arctander, P., Vollrath, F. and Douglas-Hamilton, I.",2008,"Age- and tactic-related paternity success in male African elephants","Behavioral Ecology","19"," 1 ","9-15"
"71160","Bai, M. L., Severinghaus, L. L. and Philippart, M. T.",2012,"Mechanisms underlying small-scale partial migration of a subtropical owl","Behavioral Ecology","23"," 1 ","153-159"
"44892","Buisson, E., Dutoit, T., Torre, F., Romermann, C. and Poschlod, P.",2006,"The implications of seed rain and seed bank patterns for plant succession at the edges of abandoned fields in Mediterranean landscapes","Agriculture Ecosystems & Environment","115"," 1-4 ","Jun-14"
"78419","Connallon, T. and Clark, A. G.",2014,"Evolutionary inevitability of sexual antagonism","Proceedings of the Royal Society B-Biological Sciences","281"," 1776 ",""
"50403","Ricketts, T. H., Regetz, J., Steffan-Dewenter, I., Cunningham, S. A., Kremen, C., Bogdanski, A., Gemmill-Herren, B., Greenleaf, S. S., Klein, A. M., Mayfield, M. M., Morandin, L. A., Ochieng, A., Potts, S. G. and Viana, B. F.",2008,"Landscape effects on crop pollination services: are there general patterns? (vol 11, pg 499, 2008)","Ecology Letters","11"," 10 ","1121-1121"
"57073","Calvignac, S., Hughes, S. and Hanni, C.",2009,"Genetic diversity of endangered brown bear (Ursus arctos) populations at the crossroads of Europe, Asia and Africa","Diversity and Distributions","15"," 5 ","742-750"
"53008","Bollache, L., Dick, J. T. A., Farnsworth, K. D. and Montgomery, W. I.",2008,"Comparison of the functional responses of invasive and native amphipods","Biology Letters","4"," 2 ","166-169"
"74088","King, G. M., Gugerli, F., Fonti, P. and Frank, D. C.",2013,"Tree growth response along an elevational gradient: climate or genetics?","Oecologia","173"," 4 ","1587-1600"
"63583","Orzack, S. H., Steiner, U. K., Tuljapurkar, S. and Thompson, P.",2011,"Static and dynamic expression of life history traits in the northern fulmar Fulmarus glacialis","Oikos","120"," 3 ","369-380"
"67476","Sinclair, J. R., Whitmore, N., Yhuanje, K. and Zeriga-Alone, T.",2012,"Heavy reliance on surrogate species and historical data may confound estimates of the sustainability of hunting in Papua New Guinea","Biological Conservation","145"," 1 ","1-2"
"78200","Fattorini, S.",2014,"Relations between Species Rarity, Vulnerability, and Range Contraction for a Beetle Group in a Densely Populated Region in the Mediterranean Biodiversity Hotspot","Conservation Biology","28"," 1 ","169-176"
"43871","Hezri, A. A. and Dovers, S. R.",2006,"Sustainability indicators, policy and governance: Issues for ecological economics","Ecological Economics","60","1","86-99"
"62026","Adler, P. B., Ellner, S. P. and Levine, J. M.",2010,"Coexistence of perennial plants: an embarrassment of niches","Ecology Letters","13"," 8 ","1019-1029"
"46741","Nystrom, P., Hansson, J., Mansson, J., Sundstedt, M., Reslow, C. and Brostrom, A.",2007,"A documented amphibian decline over 40 years: Possible causes and implications for species recovery","Biological Conservation","138"," 3-4 ","399-411"
"48099","Gillespie, A.",2007,"Churches welcome eco-friendly palm fronds","Frontiers in Ecology and the Environment","5"," 1 ","6-6"
"43401","Levin, P. S., Holmes, E. E., Piner, K. R. and Harvey, C. J.",2006,"Shifts in a Pacific ocean fish assemblage: the potential influence of exploitation","Conservation Biology","20","4","1181-1190"
"43615","Kennedy, P. G. and Sousa, W. P.",2006,"Forest encroachment into a Californian grassland: examining the simultaneous effects of facilitation and competition on tree seedling recruitment","Oecologia","148","3","464-474"
"57396","Bauer, I. E., Bhatti, J. S., Swanston, C., Wieder, R. K. and Preston, C. M.",2009,"Organic Matter Accumulation and Community Change at the Peatland-Upland Interface: Inferences from C-14 and Pb-210 Dated Profiles","Ecosystems","12"," 4 ","636-653"
"42146","Skelhorn, J. and Ruxton, G. D.",2006,"Avian predators attack aposematic prey more forcefully when they are part of an aggregation","Biology Letters","2","4","488-490"
"38905","Rangel, T. F. L. V. B. and Diniz, J. A. F.",2005,"Neutral community dynamics, the mid-domain effect and spatial patterns in species richness","Ecology Letters","8","8","783-790"
"53927","Struebig, M. J., Kingston, T., Zubaid, A., Le Comber, S. C., Mohd-Adnan, A., Turner, A., Kelly, J., Bozek, M. and Rossiter, S. J.",2009,"Conservation importance of limestone karst outcrops for Palaeotropical bats in a fragmented landscape","Biological Conservation","142"," 10 ","2089-2096"
"46958","Mikheyev, A. S. and Mueller, U. G.",2007,"Genetic relationships between native and introduced populations of the little fire ant Wasmannia auropunctata","Diversity and Distributions","13"," 5 ","573-579"
"39449","McIntyre, M. H., Ellison, P. T., Lieberman, D. E., Demerath, E. and Towne, B.",2005,"The development of sex differences in digital formula from infancy in the Fels Longitudinal Study","Proceedings of the Royal Society B-Biological Sciences","272","1571","1473-1479"
"78911","",2012,"Representing two centuries of past and future climate for assessing risks to biodiversity in Europe (vol 21, pg 19, 2012)","Global Ecology and Biogeography"," 21 ","7","777-777"
"55318","Luo, Y. Q., Weng, E. S., Wu, X. W., Gao, C., Zhou, X. H. and Zhang, L.",2009,"Parameter identifiability, constraint, and equifinality in data assimilation with ecosystem models","Ecological Applications","19"," 3 ","571-574"
"51404","Kuhn, K. M. and Wall, S. B. V.",2008,"Linking summer foraging to winter survival in yellow pine chipmunks (Tamias amoenus)","Oecologia","157"," 2 ","349-360"
"61185","Dahl, C. D., Logothetis, N. K., Bulthoff, H. H. and Wallraven, C.",2010,"The Thatcher illusion in humans and monkeys","Proceedings of the Royal Society B-Biological Sciences","277"," 1696 ","2973-2981"
"63289","Raimund, S., Quack, B., Bozec, Y., Vernet, M., Rossi, V., Garcon, V., Morel, Y. and Morin, P.",2011,"Sources of short-lived bromocarbons in the Iberian upwelling system","Biogeosciences","8"," 6 ","1551-1564"
"47645","Jacobsen, A. L., Agenbag, L., Esler, K. J., Pratt, R. B., Ewers, F. W. and Davis, S. D.",2007,"Xylem density, biomechanics and anatomical traits correlate with water stress in 17 evergreen shrub species of the Mediterranean-type climate region of South Africa","Journal of Ecology","95"," 1 ","171-183"
"51699","Ioannou, C. C., Ruxton, G. D. and Krause, J.",2008,"Search rate, attack probability, and the relationship between prey density and prey encounter rate","Behavioral Ecology","19"," 4 ","842-846"
"54512","Psyllakis, J. M. and Gillingham, M. P.",2009,"Using forest structure and composition to predict the occurrence of vertebrate species in Douglas-Fir forests of British Columbia","Biological Conservation","142"," 7 ","1427-1441"
"55696","Keeley, J. E. and Zedler, P. H.",2009,"Large, high-intensity fire events in southern California shrublands: debunking the fine-grain age patch model","Ecological Applications","19"," 1 ","69-94"
"51413","Kruse, J. and Adams, M. A.",2008,"Sensitivity of respiratory metabolism and efficiency to foliar nitrogen during growth and maintenance","Global Change Biology","14"," 6 ","1233-1251"
"61374","Chen, L., Mi, X. C., Comita, L. S., Zhang, L. W., Ren, H. B. and Ma, K. P.",2010,"Community-level consequences of density dependence and habitat association in a subtropical broad-leaved forest","Ecology Letters","13"," 6 ","695-704"
"49529","Wheatley, K. E., Bradshaw, C. J. A., Harcourt, R. G. and Hindell, M. A.",2008,"Feast or famine: evidence for mixed capital-income breeding strategies in Weddell seals","Oecologia","155"," 1 ","11-20"
"42913","Nicholson, E. and Possingham, H. P.",2006,"Objectives for multiple-species conservation planning","Conservation Biology","20","3","871-881"
"61909","Arponen, A., Cabeza, M., Eklund, J., Kujala, H. and Lehtomaki, J.",2010,"Costs of Integrating Economics and Conservation Planning","Conservation Biology","24"," 5 ","1198-1204"
"56393","Fu, Y., Zheng, Z., Yu, G., Hu, Z., Sun, X., Shi, P., Wang, Y. and Zhao, X.",2009,"Environmental influences on carbon dioxide fluxes over three grassland ecosystems in China","Biogeosciences","6"," 12 ","2879-2893"
"60798","Fleishman, E.",2010,"The Task Remains the Same","Conservation Biology","24"," 1 ","1-3"
"54495","Rabosky, D. L.",2009,"Ecological limits and diversification rate: alternative paradigms to explain the variation in species richness among clades and regions","Ecology Letters","12"," 8 ","735-743"
"61750","Bell, G. W., Eggleston, D. B. and Noga, E. J.",2010,"Molecular keys unlock the mysteries of variable survival responses of blue crabs to hypoxia","Oecologia","163"," 1 ","57-68"
"66710","Yunusa, I. A. M., Zolfaghar, S., Zeppel, M. J. B., Li, Z., Palmer, A. R. and Eamus, D.",2012,"Fine Root Biomass and Its Relationship to Evapotranspiration in Woody and Grassy Vegetation Covers for Ecological Restoration of Waste Storage and Mining Landscapes","Ecosystems","15"," 1 ","113-127"
"52725","Christianson, D. and Creel, S.",2008,"Risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves","Behavioral Ecology","19"," 6 ","1258-1266"
"71756","Veuger, B., Pitcher, A., Schouten, S., Damste, J. S. S. and Middelburg, J. J.",2013,"Nitrification and growth of autotrophic nitrifying bacteria and Thaumarchaeota in the coastal North Sea","Biogeosciences","10"," 3 ","1775-1785"
"37136","Diniz, J. A. F.",2004,"Phylogenetic diversity and conservation priorities under distinct models of phenotypic evolution","Conservation Biology","18","3","698-704"
"57522","Aranjuelo, I., Pardo, A., Biel, C., Save, R., Azcon-Bieto, J. and Nogues, S.",2009,"Leaf carbon management in slow-growing plants exposed to elevated CO2","Global Change Biology","15"," 1 ","97-109"
"42678","Piao, S. L., Fang, J. Y., Zhou, L. M., Ciais, P. and Zhu, B.",2006,"Variations in satellite-derived phenology in China's temperate vegetation","Global Change Biology","12","4","672-685"
"50777","Ocete, R., Lopez, M. A., Gallardo, A. and Arnold, C.",2008,"Comparative analysis of wild and cultivated grapevine (Vitis vinifera) in the Basque Region of Spain and France","Agriculture Ecosystems & Environment","123"," 1-3 ","95-98"
"62963","Schulze, E. D., Luyssaert, S. and Ciais, P.",2011,"Response to 'The European nitrogen cycle: response to Schulze et al, Global Change Biology (2010) 16, pp. 1451-1469'","Global Change Biology","17"," 8 ","2758-2761"
"74783","Goddard, M. A., Dougill, A. J. and Benton, T. G.",2013,"Why garden for wildlife? Social and ecological drivers, motivations and barriers for biodiversity management in residential landscapes","Ecological Economics","86"," ","258-273"
"62438","Vepakomma, U., St-Onge, B. and Kneeshaw, D.",2011,"Response of a boreal forest to canopy opening: assessing vertical and lateral tree growth with multi-temporal lidar data","Ecological Applications","21"," 1 ","99-121"
"46131","Selas, V. and Kalas, J. A.",2007,"Territory occupancy rate of goshawk and gyrfalcon: no evidence of delayed numerical response to grouse numbers","Oecologia","153","3","555-561"
"63577","Osterling, M. E.",2011,"Test and application of a non-destructive photo-method investigating the parasitic stage of the threatened mussel Margaritifera margaritifera on its host fish Salmo trutta","Biological Conservation","144"," 12 ","2984-2990"
"63935","Meinzer, F. C., McCulloh, K. A., Lachenbruch, B., Woodruff, D. R. and Johnson, D. M.",2011,"Response to commentary by G. Petit and T. Anfodillo","Oecologia","165"," 2 ","275-275"
"75503","Cordes, L. S. and Thompson, P. M.",2013,"Variation in breeding phenology provides insights into drivers of long-term population change in harbour seals","Proceedings of the Royal Society B-Biological Sciences","280"," 1764 ",""
"41757","Wagner, J.",2006,"On the economics of sustainability","Ecological Economics","57","4","659-664"
"68509","Meunier, J. and Kolliker, M.",2012,"Parental antagonism and parent-offspring co-adaptation interact to shape family life","Proceedings of the Royal Society B-Biological Sciences","279"," 1744 ","3981-3988"
"59866","Lawrence, A. J., Afifi, R., Ahmed, M., Khalifa, S. and Paget, T.",2010,"Bioactivity as an Options Value of Sea Cucumbers in the Egyptian Red Sea","Conservation Biology","24"," 1 ","217-225"
"36849","Gerber, L. R. and Heppell, S. S.",2004,"The use of demographic sensitivity analysis in marine species conservation planning","Biological Conservation","120","1","121-128"
"38015","Williams, M. C. and Wardle, G. M.",2005,"The invasion of two native Eucalypt forests by Pinus radiata in the Blue Mountains, New South Wales, Australia","Biological Conservation","125","1","55-64"
"43909","Hein, L.",2006,"Cost-efficient eutrophication control in a shallow lake ecosystem subject to two steady states","Ecological Economics","59","4","429-439"
"40445","Fryxell, J. M., Smith, I. M. and Lynn, D. H.",2005,"Evaluation of alternate harvesting strategies using experimental microcosms","Oikos","111","1","143-149"
"50069","Simberloff, D. and Sanders, N. J.",2008,"Striking a balance between the literature load and walks in the woods - Response","Frontiers in Ecology and the Environment","6"," 3 ","161-161"
"70434","Dahlin, K. M., Asner, G. P. and Field, C. B.",2012,"Environmental filtering and land-use history drive patterns in biomass accumulation in a mediterranean-type landscape","Ecological Applications","22"," 1 ","104-118"
"52414","Edgell, T. C. and Neufeld, C. J.",2008,"Experimental evidence for latent developmental plasticity: intertidal whelks respond to a native but not an introduced predator","Biology Letters","4"," 4 ","385-387"
"74909","Gall, H. E., Park, J., Harman, C. J., Jawitz, J. W. and Rao, P. S. C.",2013,"Landscape filtering of hydrologic and biogeochemical responses in managed catchments","Landscape Ecology","28"," 4 ","651-664"
"57446","Balme, G. A., Slotow, R. and Hunter, L. T. B.",2009,"Impact of conservation interventions on the dynamics and persistence of a persecuted leopard (Panthera pardus) population","Biological Conservation","142"," 11 ","2681-2690"
"59430","Miller, C.",2010,"Tasmanian logging to end","Frontiers in Ecology and the Environment","8"," 9 ","454-454"
"49745","Valero, A., Garcia, C. M. and Magurran, A. E.",2008,"Heterospecific harassment of native endangered fishes by invasive guppies in Mexico","Biology Letters","4"," 2 ","149-152"
"63500","Patankar, R., Thomas, S. C. and Smith, S. M.",2011,"A gall-inducing arthropod drives declines in canopy tree photosynthesis","Oecologia","167"," 3 ","701-709"
"53508","Wieder, R. K., Scott, K. D., Kamminga, K., Vile, M. A., Vitt, D. H., Bone, T., Xu, B., Benscoter, B. W. and Bhatti, J. S.",2009,"Postfire carbon balance in boreal bogs of Alberta, Canada","Global Change Biology","15"," 1 ","63-81"
"51026","Meier, C. L. and Bowman, W. D.",2008,"Phenolic-rich leaf carbon fractions differentially influence microbial respiration and plant growth","Oecologia","158"," 1 ","95-107"
"39258","Nevin, O. T. and Gilbert, B. K.",2005,"Measuring the cost of risk avoidance in brown bears: Further evidence of positive impacts of ecotourism","Biological Conservation","123","4","453-460"
"37402","Cazelles, B.",2004,"Symbolic dynamics for identifying similarity between rhythms of ecological time series","Ecology Letters","7","9","755-763"
"42052","Stevens, R. D., Willig, M. R. and Strauss, R. E.",2006,"Latitudinal gradients in the phenetic diversity of New World bat communities","Oikos","112","1","41-50"
"63499","Patten, M. A. and Smith-Patten, B. D.",2011,"Predictors of Occupancy Trend Across Spatial Scale","Conservation Biology","25"," 6 ","1203-1211"
"74324","Iler, A. M., Inouye, D. W., Hoye, T. T., Miller-Rushing, A. J., Burkle, L. A. and Johnston, E. B.",2013,"Maintenance of temporal synchrony between syrphid flies and floral resources despite differential phenological responses to climate","Global Change Biology","19"," 8 ","2348-2359"
"64095","Malghan, D.",2011,"A dimensionally consistent aggregation framework for biophysical metrics","Ecological Economics","70"," 5 ","900-909"
"34884","Tuljapurkar, S., Horvitz, C. C. and Pascarella, J. B.",2004,"The many growth rates and elasticities of populations in random environments (vol 162, pg 489, yr 2004)","American Naturalist","164","6","821-823"
"70499","Cosentino, B. J., Phillips, C. A., Schooley, R. L., Lowe, W. H. and Douglas, M. R.",2012,"Linking extinction-colonization dynamics to genetic structure in a salamander metapopulation","Proceedings of the Royal Society B-Biological Sciences","279"," 1733 ","1575-1582"
"53127","Bazilchuk, N.",2008,"Finland's mires and meadows at risk","Frontiers in Ecology and the Environment","6"," 6 ","293-293"
"63756","Mumby, P. J., Iglesias-Prieto, R., Hooten, A. J., Sale, P. F., Hoegh-Guldberg, O., Edwards, A. J., Harvell, C. D., Gomez, E. D., Knowlton, N., Hatziolos, M. E., Kyewalyanga, M. S. and Muthiga, N.",2011,"Revisiting climate thresholds and ecosystem collapse","Frontiers in Ecology and the Environment","9"," 2 ","94-96"
"77999","Gutierrez, A. P., Ponti, L. and Gilioli, G.",2014,"Comments on the concept of ultra-low, cryptic tropical fruit fly populations","Proceedings of the Royal Society B-Biological Sciences","281"," 1782 ",""
"62270","West, P. C., Narisma, G. T., Barford, C. C., Kucharik, C. J. and Foley, J. A.",2011,"An alternative approach for quantifying climate regulation by ecosystems","Frontiers in Ecology and the Environment","9"," 2 ","126-133"
"78169","Flohr, A., Van der Plas, A. K., Emeis, K. C., Mohrholz, V. and Rixen, T.",2014,"Spatio-temporal patterns of C: N: P ratios in the northern Benguela upwelling system","Biogeosciences","11"," 3 ","885-897"
"42922","Neville, H. M., Dunham, J. B. and Peacock, M. M.",2006,"Landscape attributes and life history variability shape genetic structure of trout populations in a stream network","Landscape Ecology","21","6","901-916"
"40509","Fischer, J. and Lindenmayer, D. B.",2005,"The sensitivity of lizards to elevation: A case study from south-eastern Australia","Diversity and Distributions","11","3","225-233"
"55111","Meffe, G. K.",2009,"The Nearly Unbearable End","Conservation Biology","23"," 6 ","1356-1356"
"76806","Staver, A. C. and Bond, W. J.",2014,"Is there a 'browse trap'? Dynamics of herbivore impacts on trees and grasses in an African savanna","Journal of Ecology","102"," 3 ","595-602"
"57963","Wade, A. S. I., Asase, A., Hadley, P., Mason, J., Ofori-Frimpong, K., Preece, D., Spring, N. and Norris, K.",2010,"Management strategies for maximizing carbon storage and tree species diversity in cocoa-growing landscapes","Agriculture Ecosystems & Environment","138"," 3-4 ","324-334"
"58850","Reed, J. M., Cvetkoska, A., Levkov, Z., Vogel, H. and Wagner, B.",2010,"The last glacial-interglacial cycle in Lake Ohrid (Macedonia/Albania): testing diatom response to climate","Biogeosciences","7"," 10 ","3083-3094"
"39252","Newman, D. A. and Thomson, J. D.",2005,"Effects of nectar robbing on nectar dynamics and bumblebee foraging strategies in Linaria vulgaris (Scrophulariaceae)","Oikos","110","2","309-320"
"38267","Trewhella, W. J., Rodriguez-Clark, K. M., Corp, N., Entwistle, A., Garrett, S. R. T., Granek, E., Lengel, K. L., Raboude, M. J., Reason, P. F. and Sewall, B. J.",2005,"Environmental education as a component of multidisciplinary conservation programs: Lessons from conservation initiatives for critically endangered fruit bats in the western Indian Ocean","Conservation Biology","19","1","75-85"
"61607","Bradbury, I. R., Hubert, S., Higgins, B., Borza, T., Bowman, S., Paterson, I. G., Snelgrove, P. V. R., Morris, C. J., Gregory, R. S., Hardie, D. C., Hutchings, J. A., Ruzzante, D. E., Taggart, C. T. and Bentzen, P.",2010,"Parallel adaptive evolution of Atlantic cod on both sides of the Atlantic Ocean in response to temperature","Proceedings of the Royal Society B-Biological Sciences","277"," 1701 ","3725-3734"
"77587","Liu, W. P., Holst, J. and Yu, Z. R.",2014,"Thresholds of landscape change: a new tool to manage green infrastructure and social-economic development","Landscape Ecology","29"," 4 ","729-743"
"77845","Isermann, M. and Rooney, P.",2014,"Biological Flora of the British Isles: Eryngium maritimum","Journal of Ecology","102"," 3 ","789-821"
"58905","Qiu, S., Bergero, R., Forrest, A., Kaiser, V. B. and Charlesworth, D.",2010,"Nucleotide diversity in Silene latifolia autosomal and sex-linked genes","Proceedings of the Royal Society B-Biological Sciences","277"," 1698 ","3283-3290"
