"","Author","Year","Title","Journal","Volume","Issue","Pages"
"56244","Gonzalez-Toril, E., Amils, R., Delmas, R. J., Petit, J. R., Komarek, J. and Elster, J.",2009,"Bacterial diversity of autotrophic enriched cultures from remote, glacial Antarctic, Alpine and Andean aerosol, snow and soil samples","Biogeosciences","6"," 1 ","33-44"
"74415","Holman, L., Linksvayer, T. A. and d'Ettorre, P.",2013,"Genetic Constraints on Dishonesty and Caste Dimorphism in an Ant","American Naturalist","181"," 2 ","161-170"
"45693","Van Geest, G. J., Hessen, D. O., Spierenburg, P., Dahl-Hansen, G. A. P., Christensen, G., Faerovig, P. J., Brehm, M., Loonen, M. J. J. E. and Van Donk, E.",2007,"Goose-mediated nutrient enrichment and planktonic grazer control in arctic freshwater ponds","Oecologia","153","3","653-662"
"31915","Slayback, D. A., Pinzon, J. E., Los, S. O. and Tucker, C. J.",2003,"Northern hemisphere photosynthetic trends 1982-99","Global Change Biology","9","1","Jan-15"
"33139","Julian, D., Crampton, W. G. R., Wohlgemuth, S. E. and Albert, J. S.",2003,"Oxygen consumption in weakly electric Neotropical fishes","Oecologia","137","4","502-511"
"9667","Stjonsson, G.",1992,"Photosynthesis and Production of Epilithic Algal Communities in Thingvallavatn","Oikos","64"," 1-2 ","222-240"
"78500","Casner, K. L., Forister, M. L., O'Brien, J. M., Thorne, J., Waetjen, D. and Shapiro, A. M.",2014,"Contribution of Urban Expansion and a Changing Climate to Decline of a Butterfly Fauna","Conservation Biology","28"," 3 ","773-782"
"49409","Yin, Y., Nan, Z. B., Li, C. J. and Hou, F. J.",2008,"Root-invading fungi of milk vetch on the Loess Plateau, China","Agriculture Ecosystems & Environment","124"," 1-2 ","51-59"
"77974","Harris, K. M., Dickinson, K. J. M. and Whigham, P. A.",2014,"Functional connectivity and matrix quality: network analysis for a critically endangered New Zealand lizard","Landscape Ecology","29"," 1 ","41-53"
"27540","Lindemann, J. D. and Baker, W. L.",2001,"Attributes of blowdown patches from a severe wind event in the Southern Rocky Mountains, USA","Landscape Ecology","16","4","313-325"
"40912","Cole, N. C., Jones, C. G. and Harris, S.",2005,"The need for enemy-free space: The impact of an invasive gecko on island endemics","Biological Conservation","125","4","467-474"
"43793","Hu, X. S., He, F. L. and Hubbell, S. P.",2006,"Neutral theory in macroecology and population genetics","Oikos","113","3","548-556"
"10234","Kang, H., Jaschek, G. and Bawa, K. S.",1992,"Variation in Seed and Seedling Traits in Pithecellobium-Pedicellare, a Tropical Rain-Forest Tree","Oecologia","91","2","239-244"
"73652","Luo, J. F., Hoogendoorn, C., van der Weerden, T., Saggar, S., de Klein, C., Giltrap, D., Rollo, M. and Rys, G.",2013,"Nitrous oxide emissions from grazed hill land in New Zealand","Agriculture Ecosystems & Environment","181"," ","58-68"
"36024","Martin, S. J., Chaline, N., Oldroyd, B. P., Jones, G. R. and Ratnieks, F. L. W.",2004,"Egg marking pheromones of anarchistic worker honeybees (Apis mellifera)","Behavioral Ecology","15","5","839-844"
"50963","Mitchell, G. and Lust, A.",2008,"The carotid rete and artiodactyl success","Biology Letters","4"," 4 ","415-418"
"4895","Braack, L. E. O.",1987,"Community Dynamics of Carrion-Attendant Arthropods in Tropical African Woodland","Oecologia","72","3","402-409"
"30264","Jones, K. L., Glenn, T. C., Lacy, R. C., Pierce, J. R., Unruh, N., Mirande, C. M. and Chavez-Ramirez, F.",2002,"Refining the Whooping Crane studbook by incorporating microsatellite DNA and leg-banding analyses","Conservation Biology","16","3","789-799"
"4394","Ohara, M. and Higashi, S.",1987,"Interference by Ground Beetles with the Dispersal by Ants of Seeds of Trillium Species (Liliaceae)","Journal of Ecology","75","4","1091-1098"
"64918","Hechinger, R. F., Wood, A. C. and Kuris, A. M.",2011,"Social organization in a flatworm: trematode parasites form soldier and reproductive castes","Proceedings of the Royal Society B-Biological Sciences","278"," 1706 ","656-665"
"64370","Lagaria, A., Psarra, S., Lefevre, D., Van Wambeke, F., Courties, C., Pujo-Pay, M., Oriol, L., Tanaka, T. and Christaki, U.",2011,"The effects of nutrient additions on particulate and dissolved primary production and metabolic state in surface waters of three Mediterranean eddies","Biogeosciences","8"," 9 ","2595-2607"
"28670","Blomquist, W.",2001,"Global commons: An introduction.","Ecological Economics","36","1","181-182"
"35467","Pyke, C. R.",2004,"Habitat loss confounds climate change impacts","Frontiers in Ecology and the Environment","2","4","178-182"
"16307","Pagel, M. and Payne, R. J. H.",1996,"How migration affects estimation of the extinction threshold","Oikos","76","2","323-329"
"15833","Veltman, C. J., Nee, S. and Crawley, M. J.",1996,"Correlates of introduction success in exotic New Zealand birds","American Naturalist","147","4","542-557"
"66366","Beckerman, A. P., Sharp, S. P. and Hatchwell, B. J.",2011,"Predation and kin-structured populations: an empirical perspective on the evolution of cooperation","Behavioral Ecology","22"," 6 ","1294-1303"
"40949","Cheung, W. W. L., Pitcher, T. J. and Pauly, D.",2005,"A fuzzy logic expert system to estimate intrinsic extinction vulnerabilities of marine fishes to fishing","Biological Conservation","124","1","97-111"
"37639","Biggs, H. C.",2004,"Promoting ecological research in national parks - A South African perspective","Ecological Applications","14","1","21-24"
"10334","Hill, C. and Elmgren, R.",1992,"Predation by the Isopod Saduria-Entomon on the Amphipods Monoporeia-Affinis and Pontoporeia-Femorata - Experiments on Prey Vulnerability","Oecologia","91","2","153-156"
"13054","Meffe, G. K.",1994,"Human-Population Control - the Missing Awareness","Conservation Biology","8","1","310-313"
"36760","Greene, D. F., Canham, C. D., Coates, K. D. and LePage, P. T.",2004,"An evaluation of alternative dispersal functions for trees (vol 92, pg 758, 2004)","Journal of Ecology","92","6","1124-1124"
"3952","Davis, M. A.",1986,"Geographic Patterns in the Flight Ability of a Monophagous Beetle","Oecologia","69","3","407-412"
"14721","Loreau, M.",1995,"Consumers as Maximizers of Matter and Energy-Flow in Ecosystems","American Naturalist","145","1","22-42"
"37581","Bonn, D.",2004,"Greasy slick could save seabirds","Frontiers in Ecology and the Environment","2","5","230-230"
"76366","Altwegg, R., Collingham, Y. C., Erni, B. and Huntley, B.",2013,"Density-dependent dispersal and the speed of range expansions","Diversity and Distributions","19"," 1 ","60-68"
"47037","McClellan, C. M. and Read, A. J.",2007,"Complexity and variation in loggerhead sea turtle life history","Biology Letters","3"," 6 ","592-594"
"52477","Doering, R. and Egelkraut, T. M.",2008,"Investing in natural capital as management strategy in fisheries: The case of the Baltic Sea cod fishery","Ecological Economics","64"," 3 ","634-642"
"36290","Kristensen, H. L., Gundersen, P., Callesen, I. and Reinds, G. J.",2004,"Throughfall nitrogen deposition has different impacts on soil solution nitrate concentration in European coniferous and deciduous forests","Ecosystems","7","2","180-192"
"57858","White, D. J., King, A. P., West, M. J., Gros-Louis, J. and Tuttle, E. M.",2010,"Effects of singing on copulation success and egg production in brown-headed cowbirds, Molothrus ater","Behavioral Ecology","21"," 2 ","211-218"
"31063","Camacho, J. P. M., Bakkali, M., Corral, J. M., Cabrero, J., Lopez-Leon, M. D., Aranda, I., Martin-Alganza, A. and Perfectti, F.",2002,"Host recombination is dependent on the degree of parasitism","Proceedings of the Royal Society B-Biological Sciences","269","1505","2173-2177"
"14933","Houssard, C. and Escarre, J.",1995,"Variation and Covariation among Life-History Traits in Rumex-Acetosella from a Successional Old-Field Gradient","Oecologia","102","1","70-80"
"16113","RuizLozano, J. M. and Azcon, R.",1996,"Mycorrhizal colonization and drought stress as factors affecting nitrate reductase activity in lettuce plants","Agriculture Ecosystems & Environment","60"," 2-3 ","175-181"
"14711","Lutnesky, M. M. F. and Kosaki, R. K.",1995,"Female female competition in a coral reef fish and a test of the temporal threshold model of polygynous mating","American Naturalist","146","6","832-847"
"6896","Bazely, D. R. and Jefferies, R. L.",1989,"Leaf and Shoot Demography of an Arctic Stoloniferous Grass, Puccinellia-Phryganodes, in Response to Grazing","Journal of Ecology","77","3","811-822"
"8242","Werner, R., Levine, E., Rabadandiehl, C. and Dahl, G.",1991,"Gating Properties of Connexin32 Cell Cell Channels and Their Mutants Expressed in Xenopus Oocytes","Proceedings of the Royal Society B-Biological Sciences","243","1306","05-Nov"
"65613","Duggan, J. M., Schooley, R. L. and Heske, E. J.",2011,"Modeling occupancy dynamics of a rare species, Franklin's ground squirrel, with limited data: are simple connectivity metrics adequate?","Landscape Ecology","26"," 10 ","1477-1490"
"3391","Stamou, G. P.",1986,"Respiration of Achipteria-Holomonensis (Acari, Cryptostigmata)","Oikos","46","2","176-184"
"40186","Harper, C. W., Blair, J. M., Fay, P. A., Knapp, A. K. and Carlisle, J. D.",2005,"Increased rainfall variability and reduced rainfall amount decreases soil CO2 flux in a grassland ecosystem","Global Change Biology","11","2","322-334"
"37454","Cadet, C., Metz, J. A. J. and Klinkhamer, P. G. L.",2004,"Size and the not-so-single sex: Disentangling the effects of size and budget on sex allocation in hermaphrodites","American Naturalist","164","6","779-792"
"6515","Hutchings, M. J. and Russell, P. J.",1989,"The Seed Regeneration Dynamics of an Emergent Salt-Marsh","Journal of Ecology","77","3","615-637"
"20708","Hurtt, G. C., Moorcroft, P. R., Pacala, S. W. and Levin, S. A.",1998,"Terrestrial models and global change: challenges for the future","Global Change Biology","4","5","581-590"
"64395","Kulinski, K. and Pempkowiak, J.",2011,"The carbon budget of the Baltic Sea","Biogeosciences","8"," 11 ","3219-3230"
"46042","Skonhoft, A.",2007,"Economic modeling approaches for wildlife and species conservation","Ecological Economics","62","2","223-231"
"56009","Hickler, T., Fronzek, S., Araujo, M. B., Schweiger, O., Thuiller, W. and Sykes, M. T.",2009,"An ecosystem model-based estimate of changes in water availability differs from water proxies that are commonly used in species distribution models","Global Ecology and Biogeography","18"," 3 ","304-313"
"4910","Beuchat, C. A. and Ellner, S.",1987,"A Quantitative Test of Life-History Theory - Thermoregulation by a Viviparous Lizard","Ecological Monographs","57","1","45-60"
"62833","Smith, L. M., Haukos, D. A., McMurry, S. T., LaGrange, T. and Willis, D.",2011,"Ecosystem services provided by playas in the High Plains: potential influences of USDA conservation programs","Ecological Applications","21"," 3 ","S82-S92"
"15217","Embley, T. M., Finlay, B. J., Dyal, P. L., Hirt, R. P., Wilkinson, M. and Williams, A. G.",1995,"Multiple Origins of Anaerobic Ciliates with Hydrogenosomes within the Radiation of Aerobic Ciliates","Proceedings of the Royal Society B-Biological Sciences","262","1363","87-93"
"27272","Mysterud, A., Yoccoz, N. G., Stenseth, N. C. and Langvatn, R.",2001,"Effects of age, sex and density on body weight of Norwegian red deer: evidence of density-dependent senescence","Proceedings of the Royal Society B-Biological Sciences","268","1470","911-919"
"60498","Gustafson, E. J., Shvidenko, A. Z., Sturtevant, B. R. and Scheller, R. M.",2010,"Predicting global change effects on forest biomass and composition in south-central Siberia","Ecological Applications","20"," 3 ","700-715"
"62823","Snyder, R. E.",2011,"Leaving home ain't easy: non-local seed dispersal is only evolutionarily stable in highly unpredictable environments","Proceedings of the Royal Society B-Biological Sciences","278"," 1706 ","739-744"
"47433","Konuma, J. and Chiba, S.",2007,"Trade-offs between force and fit: Extreme morphologies associated with feeding behavior in carabid beetles","American Naturalist","170"," 1 ","90-100"
"68497","Miettinen, J., Shi, C. H. and Liew, S. C.",2012,"Two decades of destruction in Southeast Asia's peat swamp forests","Frontiers in Ecology and the Environment","10"," 3 ","124-128"
"76022","Bilodeau, F., Reid, D. G., Gauthier, G., Krebs, C. J., Berteaux, D. and Kenney, A. J.",2013,"Demographic response of tundra small mammals to a snow fencing experiment","Oikos","122"," 8 ","1167-1176"
"41924","Tomkins, J. L., Kotiaho, J. S. and LeBas, N. R.",2006,"Major differences in minor allometries: A reply to Moczek","American Naturalist","167","4","612-618"
"20637","Kabir, Z., O'Halloran, I. P., Fyles, J. W. and Hamel, C.",1998,"Dynamics of the mycorrhizal symbiosis of corn (Zen mays L.): effects of host physiology, tillage practice and fertilization on spatial distribution of extra-radical mycorrhizal hyphae in the field","Agriculture Ecosystems & Environment","68"," 1-2 ","151-163"
"23157","Hagelberg, E., Goldman, N., Lio, P., Whelan, S., Schiefenhovel, W., Clegg, J. B. and Bowden, D. K.",1999,"Evidence for mitochondrial DNA recombination in a human population of island Melanesia","Proceedings of the Royal Society B-Biological Sciences","266","1418","485-492"
"65038","Gumma, M. K., Gauchan, D., Nelson, A., Pandey, S. and Rala, A.",2011,"Temporal changes in rice-growing area and their impact on livelihood over a decade: A case study of Nepal","Agriculture Ecosystems & Environment","142"," 3-4 ","382-392"
"12420","Wright, S. J., Gompper, M. E. and Deleon, B.",1994,"Are Large Predators Keystone Species in Neotropical Forests - the Evidence from Barro-Colorado Island","Oikos","71","2","279-294"
"56459","Floyd, M. L., Clifford, M., Cobb, N. S., Hanna, D., Delph, R., Ford, P. and Turner, D.",2009,"Relationship of stand characteristics to drought-induced mortality in three Southwestern pinon-juniper woodlands","Ecological Applications","19"," 5 ","1223-1230"
"20330","Meffe, G. K.",1998,"Conservation biology: Into the millennium","Conservation Biology","12","1","01-Mar"
"26800","Siemann, E. and Rogers, W. E.",2001,"Genetic differences in growth of an invasive tree species","Ecology Letters","4","6","514-518"
"36052","Manning, A. D., Lindenmayer, D. B. and Barry, S. C.",2004,"The conservation implications of bird reproduction in the agricultural ""matrix"": a case study of the vulnerable superb parrot of south-eastern Australia","Biological Conservation","120","3","363-374"
"72261","Smettem, K. R. J., Waring, R. H., Callow, J. N., Wilson, M. and Mu, Q. Z.",2013,"Satellite-derived estimates of forest leaf area index in southwest Western Australia are not tightly coupled to interannual variations in rainfall: implications for groundwater decline in a drying climate","Global Change Biology","19"," 8 ","2401-2412"
"33608","Garnett, S. T., Crowley, G. M. and Stattersfield, A. J.",2003,"Changes in the conservation status of Australian birds resulting from differences in taxonomy, knowledge and the definitions of threat","Biological Conservation","113","2","269-276"
"16886","Havens, K. E., Bull, L. A., Warren, G. L., Crisman, T. L., Philips, E. J. and Smith, J. P.",1996,"Food web structure in a subtropical lake ecosystem","Oikos","75","1","20-32"
"72686","Riedener, E., Rusterholz, H. P. and Baur, B.",2013,"Effects of different irrigation systems on the biodiversity of species-rich hay meadows","Agriculture Ecosystems & Environment","164"," ","62-69"
